seed,station_local,time_index,truth,q05,q50,q95
41,2,850,11.300000190734863,10.798052787780762,22.271678924560547,28.500518798828125
41,2,851,16.100000381469727,10.88200569152832,21.706518173217773,28.009794235229492
41,2,852,22.799999237060547,10.61968994140625,22.254436492919922,28.46881866455078
41,2,853,24.799999237060547,10.471268653869629,21.660303115844727,27.903034210205078
41,2,854,23.0,10.550471305847168,21.976163864135742,28.209897994995117
41,2,855,15.399999618530273,10.6923189163208,22.25291633605957,28.480449676513672
41,2,856,12.600000381469727,10.741314888000488,21.684938430786133,27.987897872924805
41,2,857,12.300000190734863,10.514069557189941,22.222637176513672,28.436046600341797
41,2,858,12.899999618530273,10.342305183410645,21.63555908203125,27.87757682800293
41,2,859,16.399999618530273,10.442046165466309,21.95850372314453,28.191173553466797
41,2,860,22.600000381469727,10.596399307250977,22.23406982421875,28.46030044555664
41,2,861,25.299999237060547,10.616716384887695,21.66822624206543,27.970844268798828
41,2,862,23.399999618530273,10.42125415802002,22.194873809814453,28.407306671142578
41,2,863,15.199999809265137,10.219708442687988,21.606597900390625,27.847881317138672
41,2,864,13.899999618530273,10.344815254211426,21.941923141479492,28.17350959777832
41,2,865,13.699999809265137,10.508806228637695,22.214860916137695,28.43978500366211
41,2,866,13.899999618530273,10.501948356628418,21.651260375976562,27.95356559753418
41,2,867,19.899999618530273,10.33809757232666,22.16884994506836,28.380294799804688
41,2,868,25.399999618530273,10.112059593200684,21.581924438476562,27.82241439819336
41,2,869,26.299999237060547,10.258748054504395,21.927661895751953,28.1580810546875
41,2,870,19.700000762939453,10.429288864135742,22.195720672607422,28.419208526611328
41,2,871,17.0,10.400165557861328,21.6379451751709,27.93992805480957
41,2,872,15.5,10.260492324829102,22.14129638671875,28.35169219970703
41,2,873,13.600000381469727,10.013629913330078,21.557260513305664,27.79694366455078
41,2,874,13.100000381469727,10.180523872375488,21.91301727294922,28.14227294921875
41,2,875,17.299999237060547,10.358485221862793,22.178020477294922,28.400020599365234
41,2,876,25.200000762939453,10.305936813354492,21.623462677001953,27.92510223388672
41,2,877,26.899999618530273,10.188114166259766,22.112890243530273,28.322162628173828
41,2,878,24.5,9.925477027893066,21.5340518951416,27.772878646850586
41,2,879,17.0,10.111998558044434,21.900705337524414,28.128768920898438
41,2,880,14.5,10.290902137756348,22.157642364501953,28.378093719482422
41,2,881,13.100000381469727,10.218916893005371,21.60887908935547,27.910064697265625
41,2,882,13.100000381469727,10.119514465332031,22.083263397216797,28.291423797607422
41,2,883,17.700000762939453,9.84752082824707,21.51413345336914,27.752023696899414
41,2,884,26.0,10.049208641052246,21.888103485107422,28.114822387695312
41,2,885,27.0,10.231525421142578,22.139047622680664,28.35796356201172
41,2,886,24.399999618530273,10.139965057373047,21.593961715698242,27.894718170166016
41,2,887,19.0,10.057087898254395,22.054790496826172,28.26192283630371
41,2,888,18.200000762939453,9.776155471801758,21.493789672851562,27.730792999267578
41,2,889,17.600000381469727,9.991519927978516,21.87372398376465,28.099140167236328
41,2,890,17.700000762939453,10.180896759033203,22.123022079467773,28.34041976928711
41,2,891,21.299999237060547,10.071964263916016,21.58094596862793,27.88123321533203
41,2,892,24.600000381469727,10.00163745880127,22.028358459472656,28.234474182128906
41,2,893,24.799999237060547,9.712701797485352,21.473495483398438,27.709705352783203
41,2,894,22.700000762939453,9.941943168640137,21.860628128051758,28.08481788635254
41,2,895,20.899999618530273,10.137160301208496,22.107887268066406,28.323829650878906
41,2,896,18.5,10.01325511932373,21.568870544433594,27.868616104125977
41,2,897,16.600000381469727,9.951791763305664,22.0028018951416,28.20795249938965
41,2,898,16.5,9.65713882446289,21.45364761352539,27.689085006713867
41,2,899,20.200000762939453,9.900650978088379,21.849590301513672,28.0726261138916
41,2,900,22.200000762939453,10.09924030303955,22.093229293823242,28.30780029296875
41,2,901,22.899999618530273,9.961917877197266,21.556142807006836,27.85531234741211
41,2,902,22.200000762939453,9.910426139831543,21.981307983398438,28.185531616210938
41,2,903,20.0,9.610291481018066,21.436016082763672,27.670726776123047
41,2,904,19.899999618530273,9.865717887878418,21.839128494262695,28.06116485595703
41,2,905,19.799999237060547,10.066573143005371,22.078811645507812,28.292125701904297
41,2,906,19.899999618530273,9.920045852661133,21.544471740722656,27.843032836914062
41,2,907,20.5,9.877710342407227,21.964141845703125,28.167448043823242
41,2,908,22.899999618530273,9.576281547546387,21.424896240234375,27.65885353088379
41,2,909,24.299999237060547,9.835406303405762,21.828020095825195,28.049203872680664
41,2,910,21.0,10.040201187133789,22.065954208374023,28.277942657470703
41,2,911,17.600000381469727,9.8920259475708,21.53817367553711,27.836082458496094
41,2,912,15.899999618530273,9.851373672485352,21.949203491210938,28.151714324951172
41,2,913,15.100000381469727,9.55141830444336,21.4166316986084,27.649898529052734
41,2,914,15.600000381469727,9.812582015991211,21.819473266601562,28.039955139160156
41,2,915,16.799999237060547,10.022370338439941,22.0577335357666,28.268375396728516
