target_index,lead,time_index,truth,q05,q50,q95
0,1,496,20.200000762939453,12.172807693481445,14.966620445251465,19.171920776367188
0,2,497,22.899999618530273,12.75494384765625,16.269187927246094,21.451148986816406
0,3,498,23.100000381469727,15.317435264587402,17.702774047851562,21.137269973754883
0,4,499,18.5,12.63257884979248,18.57088279724121,20.598796844482422
0,5,500,13.800000190734863,9.846786499023438,16.4711971282959,18.381885528564453
1,1,496,10.600000381469727,6.0496368408203125,9.498947143554688,14.772183418273926
1,2,497,18.5,7.510175704956055,11.622801780700684,17.073545455932617
1,3,498,20.299999237060547,9.160392761230469,13.628460884094238,18.63842010498047
1,4,499,21.5,8.273025512695312,12.66486930847168,18.067140579223633
1,5,500,15.0,7.521705627441406,11.829967498779297,16.473453521728516
2,1,496,18.299999237060547,16.369625091552734,21.2864990234375,26.6690616607666
2,2,497,23.600000381469727,20.025379180908203,25.25555992126465,30.120853424072266
2,3,498,26.299999237060547,22.751129150390625,27.85541534423828,33.338619232177734
2,4,499,27.299999237060547,24.063791275024414,29.498592376708984,34.48524856567383
2,5,500,25.700000762939453,22.93260955810547,28.331125259399414,33.57074737548828
3,1,496,13.600000381469727,9.109678268432617,14.329930305480957,24.303539276123047
3,2,497,20.100000381469727,13.509696006774902,19.46864891052246,29.18768310546875
3,3,498,23.5,16.243927001953125,21.96746826171875,31.081432342529297
3,4,499,24.600000381469727,15.012892723083496,20.604324340820312,28.87818145751953
3,5,500,14.699999809265137,11.498652458190918,16.968338012695312,25.177156448364258
4,1,496,17.100000381469727,9.391067504882812,13.08321475982666,16.864418029785156
4,2,497,21.5,9.988033294677734,14.511239051818848,18.4420166015625
4,3,498,23.299999237060547,11.042207717895508,14.260385513305664,18.569562911987305
4,4,499,22.0,9.250715255737305,11.803821563720703,16.41206169128418
4,5,500,18.200000762939453,8.038825988769531,10.484100341796875,14.9175386428833
5,1,496,19.200000762939453,14.322260856628418,20.72085189819336,25.43265151977539
5,2,497,24.299999237060547,15.44162368774414,20.987606048583984,26.032188415527344
5,3,498,26.799999237060547,14.67341423034668,19.703720092773438,24.42464256286621
5,4,499,25.200000762939453,10.795075416564941,17.271764755249023,21.631778717041016
5,5,500,19.299999237060547,7.923288345336914,14.432061195373535,18.983417510986328
6,1,496,20.200000762939453,17.593372344970703,22.60401153564453,26.355178833007812
6,2,497,25.100000381469727,20.850107192993164,25.738197326660156,29.72695541381836
6,3,498,27.100000381469727,21.203811645507812,26.044023513793945,30.23885726928711
6,4,499,26.899999618530273,20.128360748291016,24.7525577545166,28.651750564575195
