seed,station_local,time_index,truth,q05,q50,q95
41,2,850,11.300000190734863,17.275592803955078,25.38504981994629,30.640771865844727
41,2,851,16.100000381469727,16.57196807861328,25.393329620361328,30.605072021484375
41,2,852,22.799999237060547,16.914844512939453,25.177967071533203,31.093265533447266
41,2,853,24.799999237060547,16.84149169921875,25.70171356201172,31.076845169067383
41,2,854,23.0,16.903186798095703,25.513084411621094,31.500869750976562
41,2,855,15.399999618530273,17.246049880981445,25.351484298706055,30.56124496459961
41,2,856,12.600000381469727,16.624378204345703,25.432292938232422,30.598358154296875
41,2,857,12.300000190734863,16.96675682067871,25.199975967407227,31.11288833618164
41,2,858,12.899999618530273,16.820465087890625,25.65468406677246,31.01392364501953
41,2,859,16.399999618530273,16.991722106933594,25.559247970581055,31.55337905883789
41,2,860,22.600000381469727,17.21053123474121,25.306358337402344,30.466041564941406
41,2,861,25.299999237060547,16.675920486450195,25.464174270629883,30.577960968017578
41,2,862,23.399999618530273,16.988861083984375,25.185983657836914,31.099287033081055
41,2,863,15.199999809265137,16.78876304626465,25.5894718170166,30.927980422973633
41,2,864,13.899999618530273,17.08383560180664,25.60175323486328,31.592599868774414
41,2,865,13.699999809265137,17.1558837890625,25.25080680847168,30.350872039794922
41,2,866,13.899999618530273,16.68352508544922,25.459775924682617,30.5137939453125
41,2,867,19.899999618530273,16.986717224121094,25.1622314453125,31.058265686035156
41,2,868,25.399999618530273,16.717365264892578,25.493934631347656,30.802383422851562
41,2,869,26.299999237060547,17.16454315185547,25.64221954345703,31.61376190185547
41,2,870,19.700000762939453,17.030345916748047,25.133352279663086,30.17190933227539
41,2,871,17.0,16.665756225585938,25.429349899291992,30.41832733154297
41,2,872,15.5,16.935205459594727,25.100669860839844,30.961990356445312
41,2,873,13.600000381469727,16.59845733642578,25.357593536376953,30.635601043701172
41,2,874,13.100000381469727,17.17880630493164,25.631406784057617,31.575481414794922
41,2,875,17.299999237060547,16.81952667236328,24.938556671142578,29.914432525634766
41,2,876,25.200000762939453,16.575040817260742,25.3252010345459,30.228416442871094
41,2,877,26.899999618530273,16.80304718017578,24.967952728271484,30.769176483154297
41,2,878,24.5,16.405685424804688,25.14590835571289,30.376039505004883
41,2,879,17.0,17.086530685424805,25.52304458618164,31.41783905029297
41,2,880,14.5,16.51863670349121,24.66168785095215,29.602643966674805
41,2,881,13.100000381469727,16.39175796508789,25.134872436523438,29.95745849609375
41,2,882,13.100000381469727,16.622562408447266,24.801912307739258,30.568147659301758
41,2,883,17.700000762939453,16.175127029418945,24.897539138793945,30.09297752380371
41,2,884,26.0,16.901592254638672,25.32560157775879,31.16600799560547
41,2,885,27.0,16.11576271057129,24.29708480834961,29.227033615112305
41,2,886,24.399999618530273,16.0767822265625,24.821853637695312,29.57826805114746
41,2,887,19.0,16.35384750366211,24.56037139892578,30.310302734375
41,2,888,18.200000762939453,15.86479663848877,24.576156616210938,29.763324737548828
41,2,889,17.600000381469727,16.593454360961914,25.019947052001953,30.809104919433594
41,2,890,17.700000762939453,15.652405738830566,23.883548736572266,28.813220977783203
41,2,891,21.299999237060547,15.653360366821289,24.40645408630371,29.144222259521484
41,2,892,24.600000381469727,15.984155654907227,24.23236656188965,29.996076583862305
41,2,893,24.799999237060547,15.493427276611328,24.199464797973633,29.41379165649414
41,2,894,22.700000762939453,16.20258140563965,24.65072250366211,30.399383544921875
41,2,895,20.899999618530273,15.18425178527832,23.469785690307617,28.418710708618164
41,2,896,18.5,15.196578025817871,23.955608367919922,28.721071243286133
41,2,897,16.600000381469727,15.573712348937988,23.872940063476562,29.676162719726562
41,2,898,16.5,15.1621675491333,23.853336334228516,29.139387130737305
41,2,899,20.200000762939453,15.796571731567383,24.284223556518555,30.028738021850586
41,2,900,22.200000762939453,14.720827102661133,23.054479598999023,28.044065475463867
41,2,901,22.899999618530273,14.705577850341797,23.462970733642578,28.297494888305664
41,2,902,22.200000762939453,15.081579208374023,23.441709518432617,29.303028106689453
41,2,903,20.0,14.79992961883545,23.47418212890625,28.875064849853516
41,2,904,19.899999618530273,15.351604461669922,23.896095275878906,29.661195755004883
41,2,905,19.799999237060547,14.273358345031738,22.6599178314209,27.761287689208984
41,2,906,19.899999618530273,14.22815227508545,22.991395950317383,27.950746536254883
41,2,907,20.5,14.576753616333008,23.011701583862305,28.980968475341797
41,2,908,22.899999618530273,14.440149307250977,23.109561920166016,28.67864990234375
41,2,909,24.299999237060547,14.906866073608398,23.52378273010254,29.355239868164062
41,2,910,21.0,13.841609001159668,22.29990005493164,27.552696228027344
41,2,911,17.600000381469727,13.824832916259766,22.599428176879883,27.71965980529785
41,2,912,15.899999618530273,14.11376667022705,22.616853713989258,28.71319007873535
