seed,station_local,time_index,truth,q05,q50,q95
42,17,850,17.700000762939453,15.68017578125,22.6992244720459,29.224590301513672
42,17,851,19.700000762939453,15.883570671081543,23.1536922454834,29.534107208251953
42,17,852,21.200000762939453,15.768630981445312,22.9810733795166,29.381113052368164
42,17,853,21.600000381469727,16.093761444091797,22.944931030273438,29.56411361694336
42,17,854,20.5,15.925548553466797,22.904987335205078,29.37108039855957
42,17,855,18.799999237060547,15.465185165405273,22.678300857543945,29.20254898071289
42,17,856,17.299999237060547,15.661896705627441,23.13114356994629,29.508930206298828
42,17,857,17.5,15.530654907226562,22.9503231048584,29.347593307495117
42,17,858,17.799999237060547,15.917648315429688,22.921789169311523,29.54090118408203
42,17,859,21.200000762939453,15.706191062927246,22.882476806640625,29.3453426361084
42,17,860,23.600000381469727,15.223917961120605,22.653139114379883,29.175838470458984
42,17,861,24.700000762939453,15.416683197021484,23.106060028076172,29.48113441467285
42,17,862,23.200000762939453,15.273802757263184,22.916688919067383,29.311260223388672
42,17,863,19.5,15.723947525024414,22.895727157592773,29.514873504638672
42,17,864,17.299999237060547,15.467079162597656,22.8565673828125,29.316312789916992
42,17,865,15.600000381469727,14.961688995361328,22.623516082763672,29.144641876220703
42,17,866,17.0,15.156434059143066,23.077030181884766,29.449359893798828
42,17,867,23.100000381469727,15.00571346282959,22.879980087280273,29.272050857543945
42,17,868,26.0,15.508014678955078,22.86542320251465,29.484800338745117
42,17,869,26.299999237060547,15.21064281463623,22.826889038085938,29.283857345581055
42,17,870,24.700000762939453,14.708263397216797,22.59479331970215,29.11431121826172
42,17,871,18.5,14.900761604309082,23.048446655273438,29.418231964111328
42,17,872,16.700000762939453,14.753960609436035,22.846832275390625,29.236770629882812
42,17,873,16.0,15.302702903747559,22.836822509765625,29.456356048583984
42,17,874,17.200000762939453,14.962587356567383,22.797283172607422,29.25190544128418
42,17,875,22.899999618530273,14.451029777526855,22.56553077697754,29.083507537841797
42,17,876,26.399999618530273,14.63652515411377,23.019319534301758,29.38645362854004
42,17,877,26.799999237060547,14.501811981201172,22.814298629760742,29.202281951904297
42,17,878,25.100000381469727,15.088682174682617,22.809770584106445,29.429588317871094
42,17,879,19.899999618530273,14.703070640563965,22.766084671020508,29.218460083007812
42,17,880,17.399999618530273,14.197725296020508,22.53417205810547,29.050615310668945
42,17,881,17.600000381469727,14.382168769836426,22.98933982849121,29.353923797607422
42,17,882,17.399999618530273,14.255753517150879,22.779624938964844,29.165761947631836
42,17,883,23.899999618530273,14.876433372497559,22.78241539001465,29.4024600982666
42,17,884,26.799999237060547,14.442578315734863,22.73391342163086,29.18413543701172
42,17,885,27.399999618530273,13.958211898803711,22.500478744506836,29.015605926513672
42,17,886,26.100000381469727,14.137619972229004,22.95902442932129,29.321121215820312
42,17,887,19.899999618530273,14.015600204467773,22.743331909179688,29.127729415893555
42,17,888,18.100000381469727,14.668757438659668,22.75445556640625,29.374738693237305
42,17,889,15.899999618530273,14.190857887268066,22.70172882080078,29.15011978149414
42,17,890,16.100000381469727,13.727275848388672,22.46440315246582,28.978351593017578
42,17,891,24.700000762939453,13.902864456176758,22.928218841552734,29.287960052490234
42,17,892,27.700000762939453,13.779991149902344,22.70646095275879,29.08897590637207
42,17,893,28.200000762939453,14.466023445129395,22.7258358001709,29.346487045288086
42,17,894,26.299999237060547,13.941603660583496,22.668846130371094,29.115333557128906
42,17,895,24.299999237060547,13.508416175842285,22.427871704101562,28.940824508666992
42,17,896,21.899999618530273,13.67593765258789,22.8950252532959,29.25252342224121
42,17,897,20.299999237060547,13.552117347717285,22.671693801879883,29.052532196044922
42,17,898,19.899999618530273,14.268472671508789,22.696744918823242,29.317813873291016
42,17,899,24.5,13.699830055236816,22.63538360595703,29.080188751220703
42,17,900,26.399999618530273,13.311454772949219,22.390914916992188,28.9029483795166
42,17,901,26.799999237060547,13.475786209106445,22.862693786621094,29.218250274658203
42,17,902,25.399999618530273,13.348711013793945,22.638761520385742,29.018234252929688
42,17,903,23.799999237060547,14.089264869689941,22.668968200683594,29.290382385253906
42,17,904,21.600000381469727,13.483902931213379,22.603662490844727,29.04705810546875
42,17,905,20.0,13.125980377197266,22.35122299194336,28.862274169921875
42,17,906,20.100000381469727,13.289427757263184,22.828805923461914,29.1823787689209
42,17,907,21.600000381469727,13.157856941223145,22.604965209960938,28.983163833618164
