target_index,lead,time_index,truth,q05,q50,q95
0,1,496,20.200000762939453,15.31805419921875,19.24490737915039,21.506729125976562
0,2,497,22.899999618530273,14.160974502563477,17.965274810791016,20.950233459472656
0,3,498,23.100000381469727,12.668866157531738,16.736618041992188,19.714723587036133
0,4,499,18.5,12.122808456420898,16.608388900756836,19.084550857543945
0,5,500,13.800000190734863,13.031556129455566,17.09104347229004,18.88155174255371
1,1,496,10.600000381469727,7.842451095581055,12.711393356323242,17.10927963256836
1,2,497,18.5,11.188873291015625,16.05220603942871,21.113637924194336
1,3,498,20.299999237060547,13.092324256896973,18.061931610107422,22.904592514038086
1,4,499,21.5,11.311657905578613,17.609434127807617,22.3998966217041
1,5,500,15.0,7.254493713378906,13.308510780334473,19.086315155029297
2,1,496,18.299999237060547,18.890804290771484,23.541946411132812,28.2486572265625
2,2,497,23.600000381469727,21.357091903686523,26.84246826171875,32.20172882080078
2,3,498,26.299999237060547,22.78018569946289,29.270349502563477,34.30727005004883
2,4,499,27.299999237060547,22.021095275878906,28.502002716064453,33.788902282714844
2,5,500,25.700000762939453,20.412353515625,26.508169174194336,32.12281799316406
3,1,496,13.600000381469727,4.999332427978516,9.770034790039062,18.063697814941406
3,2,497,20.100000381469727,11.900798797607422,17.228832244873047,23.839160919189453
3,3,498,23.5,16.234214782714844,22.148893356323242,27.426668167114258
3,4,499,24.600000381469727,17.827960968017578,24.115537643432617,28.411306381225586
3,5,500,14.699999809265137,13.927164077758789,20.12163543701172,24.859970092773438
4,1,496,17.100000381469727,13.291300773620605,18.895843505859375,23.240331649780273
4,2,497,21.5,11.802447319030762,17.688682556152344,21.90203857421875
4,3,498,23.299999237060547,13.469006538391113,18.84596824645996,24.31621551513672
4,4,499,22.0,11.823273658752441,16.680809020996094,23.773059844970703
4,5,500,18.200000762939453,12.058523178100586,17.191036224365234,24.574949264526367
5,1,496,19.200000762939453,14.33535099029541,19.330842971801758,23.92144012451172
5,2,497,24.299999237060547,17.590503692626953,22.669696807861328,27.346771240234375
5,3,498,26.799999237060547,17.13491439819336,22.18018913269043,26.627586364746094
5,4,499,25.200000762939453,14.076056480407715,19.21461296081543,24.010787963867188
5,5,500,19.299999237060547,11.732573509216309,16.702280044555664,21.422088623046875
6,1,496,20.200000762939453,18.07136344909668,23.330049514770508,28.21523666381836
6,2,497,25.100000381469727,20.556135177612305,25.649152755737305,30.685653686523438
6,3,498,27.100000381469727,20.898889541625977,26.122621536254883,31.179264068603516
6,4,499,26.899999618530273,19.673099517822266,24.770750045776367,29.84003257751465
6,5,500,20.399999618530273,18.165897369384766,23.434484481811523,28.43413734436035
7,1,496,15.5,12.231510162353516,20.37582778930664,24.659923553466797
