target_index,lead,time_index,truth,q05,q50,q95
0,1,496,-0.6697542667388916,-1.0988373756408691,-0.24471285939216614,0.7327481508255005
0,2,497,-0.4212431311607361,-1.0148718357086182,-0.22805757820606232,0.6652336716651917
0,3,498,-0.4399983882904053,-0.9158693552017212,-0.1542159616947174,0.680526852607727
0,4,499,-0.7533544301986694,-0.8442212343215942,-0.07240155339241028,0.8521937131881714
0,5,500,-0.5526423454284668,-0.9055493474006653,-0.06862352788448334,0.8699058890342712
1,1,496,-0.7838003039360046,-1.9129579067230225,-1.1664488315582275,-0.22902166843414307
1,2,497,-0.9655381441116333,-1.8972141742706299,-1.169053554534912,-0.1435006856918335
1,3,498,-0.633173406124115,-1.806322693824768,-1.059523105621338,-0.25137221813201904
1,4,499,-0.7860773801803589,-1.8464553356170654,-1.0787217617034912,-0.26190847158432007
1,5,500,-0.7598663568496704,-1.8134187459945679,-1.0383816957473755,-0.15959030389785767
2,1,496,-0.6339322924613953,-1.2980796098709106,-0.3006526827812195,0.4785304069519043
2,2,497,-0.5530821681022644,-1.3258230686187744,-0.3622837960720062,0.4119647443294525
2,3,498,-0.15030840039253235,-1.3476709127426147,-0.44902393221855164,0.3408278524875641
2,4,499,-0.40319740772247314,-1.4311562776565552,-0.4933612048625946,0.2858692705631256
2,5,500,-0.46498432755470276,-1.4006190299987793,-0.5683403015136719,0.2637249231338501
3,1,496,0.23013873398303986,-1.1707632541656494,-0.17872464656829834,0.5681703686714172
3,2,497,0.21062083542346954,-1.084168553352356,-0.1469086855649948,0.6310268640518188
3,3,498,1.0631916522979736,-1.1245306730270386,-0.10496827214956284,0.6171407103538513
3,4,499,0.23617559671401978,-1.1263017654418945,-0.1593719720840454,0.6012269258499146
3,5,500,0.8970106840133667,-1.2156040668487549,-0.1549387127161026,0.5640302300453186
4,1,496,0.2253907322883606,-0.8077282905578613,0.06133079156279564,0.7236440777778625
4,2,497,0.3261488676071167,-0.7112709879875183,0.13661064207553864,0.832614541053772
4,3,498,0.2398546040058136,-0.6920366287231445,0.2062075436115265,0.9024592638015747
4,4,499,0.03422759473323822,-0.6445907950401306,0.23871345818042755,0.9502567052841187
4,5,500,0.3639217019081116,-0.5439227819442749,0.3029317855834961,1.0065964460372925
5,1,496,-0.7688862681388855,-1.4944850206375122,-0.6079770922660828,0.10530924797058105
5,2,497,-0.8929081559181213,-1.6593056917190552,-0.773847222328186,0.10129326581954956
5,3,498,-0.6190394163131714,-1.7589704990386963,-0.8177376985549927,-0.030481696128845215
5,4,499,-0.5452433824539185,-1.8106019496917725,-0.8813009262084961,-0.14458900690078735
5,5,500,0.17907769978046417,-1.7442469596862793,-0.8958017230033875,-0.04796910285949707
6,1,496,-0.02514827251434326,-0.4809921681880951,0.3075076639652252,1.0672763586044312
6,2,497,0.6735158562660217,-0.6474733352661133,0.1915586292743683,0.9103134870529175
6,3,498,0.2509346008300781,-0.7246369123458862,0.08775880932807922,0.6898541450500488
6,4,499,-0.19113540649414062,-0.7937667369842529,0.08234132081270218,0.7772807478904724
6,5,500,0.9091757535934448,-0.774976372718811,0.0714537650346756,0.6788608431816101
7,1,496,0.1731487363576889,-0.8750388026237488,-0.10925973951816559,0.7305653691291809
7,2,497,-0.00894215703010559,-0.8178890347480774,-0.06172603368759155,0.7607479095458984
7,3,498,0.09722959995269775,-0.7785564064979553,0.004803614690899849,0.7950772047042847
7,4,499,-0.34593039751052856,-0.7481614947319031,0.056493766605854034,0.896654486656189
7,5,500,-0.2524462938308716,-0.7767137885093689,0.033369529992341995,0.884351909160614
8,1,496,-1.5317602157592773,-1.7685233354568481,-0.9512931704521179,-0.33320510387420654
8,2,497,-1.9629191160202026,-1.670013189315796,-0.928196907043457,-0.20058465003967285
8,3,498,-1.8912633657455444,-1.6661407947540283,-0.9215844869613647,-0.17547857761383057
8,4,499,-1.95904541015625,-1.7740259170532227,-1.0603511333465576,-0.2096235752105713
8,5,500,-1.7234493494033813,-1.9724045991897583,-1.2377253770828247,-0.34755629301071167
9,1,496,-0.879096269607544,-1.6759834289550781,-0.8222488164901733,-0.03192126750946045
9,2,497,-1.2273341417312622,-1.6337307691574097,-0.8393380641937256,-0.02919238805770874
9,3,498,-1.0588264465332031,-1.6345901489257812,-0.846159040927887,0.05956786870956421
9,4,499,-1.1872084140777588,-1.612872838973999,-0.811776340007782,0.045770466327667236
9,5,500,-0.7869553565979004,-1.6173077821731567,-0.8399063348770142,0.0231742262840271
10,1,496,-1.9662842750549316,-1.7510098218917847,-0.9089860916137695,0.06703805923461914
10,2,497,-1.7661120891571045,-1.6695547103881836,-0.8251436352729797,0.09347766637802124
10,3,498,-1.3823493719100952,-1.7555854320526123,-0.9238419532775879,0.017232060432434082
10,4,499,-0.9659784436225891,-1.7411422729492188,-0.8220305442810059,0.10103756189346313
