target_index,lead,time_index,truth,q05,q50,q95
0,1,496,-0.6697542667388916,-0.5529325604438782,0.14897744357585907,1.1078487634658813
0,2,497,-0.4212431311607361,-0.5720438361167908,0.2649514675140381,1.1676528453826904
0,3,498,-0.4399983882904053,-0.5183634757995605,0.31935805082321167,1.159867525100708
0,4,499,-0.7533544301986694,-0.4243003726005554,0.41481268405914307,1.209272861480713
0,5,500,-0.5526423454284668,-0.475991427898407,0.3087916374206543,1.1803255081176758
1,1,496,-0.7838003039360046,-1.7328623533248901,-1.100034475326538,-0.20381641387939453
1,2,497,-0.9655381441116333,-1.6401028633117676,-1.040518879890442,-0.13906395435333252
1,3,498,-0.633173406124115,-1.4932045936584473,-0.883384644985199,-0.0022698044776916504
1,4,499,-0.7860773801803589,-1.452012300491333,-0.7687660455703735,0.02100294828414917
1,5,500,-0.7598663568496704,-1.4830513000488281,-0.8289674520492554,0.04189169406890869
2,1,496,-0.6339322924613953,-1.198026418685913,-0.32157960534095764,0.368346244096756
2,2,497,-0.5530821681022644,-1.3429927825927734,-0.5083104968070984,0.19500839710235596
2,3,498,-0.15030840039253235,-1.3767333030700684,-0.5661771893501282,0.21304500102996826
2,4,499,-0.40319740772247314,-1.447326421737671,-0.6040869355201721,0.17761462926864624
2,5,500,-0.46498432755470276,-1.498412013053894,-0.63707035779953,0.17690974473953247
3,1,496,0.23013873398303986,-0.41193175315856934,0.4415191411972046,1.3630964756011963
3,2,497,0.21062083542346954,-0.2966080605983734,0.3809853494167328,1.3197535276412964
3,3,498,1.0631916522979736,-0.18539953231811523,0.523821234703064,1.383641004562378
3,4,499,0.23617559671401978,-0.4070338010787964,0.42203062772750854,1.274512767791748
3,5,500,0.8970106840133667,-0.5117579102516174,0.27163976430892944,1.1234984397888184
4,1,496,0.2253907322883606,-0.6200025677680969,0.17566972970962524,0.8771790862083435
4,2,497,0.3261488676071167,-0.6755613088607788,0.20286959409713745,0.9125134348869324
4,3,498,0.2398546040058136,-0.6101243495941162,0.2403915375471115,0.9427556395530701
4,4,499,0.03422759473323822,-0.5495929718017578,0.2710457742214203,0.9950789213180542
4,5,500,0.3639217019081116,-0.4869546890258789,0.31851905584335327,1.0214669704437256
5,1,496,-0.7688862681388855,-1.3005142211914062,-0.6136030554771423,0.1888500452041626
5,2,497,-0.8929081559181213,-1.183119773864746,-0.5426083207130432,0.23513031005859375
5,3,498,-0.6190394163131714,-1.2630269527435303,-0.6142711043357849,0.19096076488494873
5,4,499,-0.5452433824539185,-1.1494438648223877,-0.5550847053527832,0.2394581437110901
5,5,500,0.17907769978046417,-1.238464593887329,-0.5375580787658691,0.2416631579399109
6,1,496,-0.02514827251434326,0.07225573062896729,0.8820812106132507,1.8384065628051758
6,2,497,0.6735158562660217,-0.09003674983978271,0.7275670170783997,1.8781440258026123
6,3,498,0.2509346008300781,0.06408226490020752,0.7757689952850342,1.8092453479766846
6,4,499,-0.19113540649414062,0.16943562030792236,0.9097040891647339,1.9054391384124756
6,5,500,0.9091757535934448,0.06176924705505371,0.8606793880462646,1.9254658222198486
7,1,496,0.1731487363576889,-0.9548302888870239,-0.26116493344306946,0.6152849197387695
7,2,497,-0.00894215703010559,-0.9101163744926453,-0.2202206254005432,0.5630905628204346
7,3,498,0.09722959995269775,-1.0150883197784424,-0.21531368792057037,0.5579299330711365
7,4,499,-0.34593039751052856,-1.014435052871704,-0.18503890931606293,0.6007976531982422
7,5,500,-0.2524462938308716,-0.8697373270988464,-0.09242960065603256,0.7027753591537476
8,1,496,-1.5317602157592773,-2.074673652648926,-1.245120882987976,-0.37866830825805664
8,2,497,-1.9629191160202026,-2.1521997451782227,-1.2484302520751953,-0.3465089797973633
8,3,498,-1.8912633657455444,-2.220294713973999,-1.2479631900787354,-0.3330276608467102
8,4,499,-1.95904541015625,-2.2893028259277344,-1.277204990386963,-0.4026932120323181
8,5,500,-1.7234493494033813,-2.3282532691955566,-1.3110493421554565,-0.4554026126861572
9,1,496,-0.879096269607544,-1.274713397026062,-0.4942731261253357,0.31525230407714844
9,2,497,-1.2273341417312622,-1.2992361783981323,-0.5153118968009949,0.20888566970825195
9,3,498,-1.0588264465332031,-1.1529133319854736,-0.4439699649810791,0.24826884269714355
9,4,499,-1.1872084140777588,-1.3347225189208984,-0.6133922934532166,0.1099352240562439
9,5,500,-0.7869553565979004,-1.4241104125976562,-0.6341145038604736,0.17649143934249878
10,1,496,-1.9662842750549316,-1.285839557647705,-0.41453927755355835,0.4336145520210266
10,2,497,-1.7661120891571045,-1.2474238872528076,-0.3855479955673218,0.43394148349761963
10,3,498,-1.3823493719100952,-1.2912156581878662,-0.4260394275188446,0.3726600110530853
10,4,499,-0.9659784436225891,-1.490843653678894,-0.6299089789390564,0.24356180429458618
10,5,500,-0.9855853319168091,-1.5973496437072754,-0.6663840413093567,0.037819862365722656
11,1,496,0.5093067288398743,-0.6203067898750305,0.24090313911437988,1.0290499925613403
11,2,497,1.1339848041534424,-0.5948215126991272,0.3440280556678772,1.083789348602295
11,3,498,1.2079066038131714,-0.4059380292892456,0.37097394466400146,1.1034960746765137
11,4,499,1.1851716041564941,-0.37876754999160767,0.4082244634628296,1.2315438985824585
11,5,500,0.6115306615829468,-0.4193999767303467,0.3813737630844116,1.21199369430542
12,1,496,0.4475647211074829,-0.7375193238258362,0.19739903509616852,1.3682514429092407
12,2,497,0.370999813079834,-0.6828620433807373,0.15125881135463715,1.314287543296814
12,3,498,0.551715612411499,-0.7590727210044861,0.07911761850118637,1.2572919130325317
12,4,499,0.5125595927238464,-0.8604210019111633,0.11976587027311325,1.2804796695709229
12,5,500,0.2704806923866272,-0.8179422616958618,0.08920583128929138,1.2643015384674072
13,1,496,0.4268757104873657,-0.7599372267723083,-0.0527694970369339,0.7596542835235596
13,2,497,0.31335681676864624,-0.879401683807373,-0.16798612475395203,0.6412527561187744
13,3,498,0.3680785894393921,-0.8444443345069885,-0.09980083256959915,0.6675741672515869
13,4,499,0.044160597026348114,-0.6868055462837219,-0.010045008733868599,0.718220055103302
13,5,500,0.005186699330806732,-0.6379842162132263,0.12612496316432953,0.8583635091781616
14,1,496,-1.0902222394943237,-2.000500202178955,-0.8616199493408203,0.31554341316223145
14,2,497,-1.203801155090332,-1.821955919265747,-0.7565524578094482,0.4101860523223877
14,3,498,-0.4751453995704651,-1.7988481521606445,-0.7263059020042419,0.43202775716781616
14,4,499,-0.5605664253234863,-1.757922887802124,-0.6698641180992126,0.4968152642250061
14,5,500,-0.34483930468559265,-1.8391517400741577,-0.7060176134109497,0.46537578105926514
