seed,station_local,time_index,truth,q05,q50,q95
45,0,0,0.30000001192092896,-6.404867172241211,4.65599250793457,14.4589204788208
45,0,1,-1.100000023841858,-6.366024017333984,4.683139801025391,14.487800598144531
45,0,2,-1.5,-6.326181411743164,4.710794448852539,14.516639709472656
45,0,3,0.0,-6.28553581237793,4.738948822021484,14.545539855957031
45,0,4,2.799999952316284,-6.244363784790039,4.7674102783203125,14.574012756347656
45,0,5,4.599999904632568,-6.203884124755859,4.7962646484375,14.602662086486816
45,0,6,2.0,-6.163299560546875,4.825044631958008,14.631017684936523
45,0,7,-1.899999976158142,-6.122587203979492,4.853771209716797,14.659101486206055
45,0,8,-1.399999976158142,-6.081975936889648,4.882423400878906,14.686893463134766
45,0,9,1.399999976158142,-6.041479110717773,4.910999298095703,14.714530944824219
45,0,10,2.5,-6.000860214233398,4.939491271972656,14.74203872680664
45,0,11,3.799999952316284,-5.960084915161133,4.967866897583008,14.76921272277832
45,0,12,8.899999618530273,-5.918619155883789,4.996759414672852,14.796602249145508
45,0,13,11.5,-5.876436233520508,5.026050567626953,14.824172973632812
45,0,14,10.899999618530273,-5.831914901733398,5.056951522827148,14.853307723999023
45,0,15,5.400000095367432,-5.783811569213867,5.091091156005859,14.885457038879395
45,0,16,0.8999999761581421,-5.734823226928711,5.125921249389648,14.916399002075195
45,0,17,-2.066666603088379,-5.685581207275391,5.160793304443359,14.94682502746582
45,0,18,-1.7000000476837158,-5.636096954345703,5.195697784423828,14.97689437866211
45,0,19,6.900000095367432,-5.586366653442383,5.230627059936523,15.006397247314453
45,0,20,10.899999618530273,-5.536802291870117,5.265684127807617,15.035680770874023
45,0,21,13.5,-5.48658561706543,5.301509857177734,15.065529823303223
45,0,22,12.199999809265137,-5.43610954284668,5.336587905883789,15.09445858001709
45,0,23,2.5,-5.387971878051758,5.36970329284668,15.120656967163086
45,0,24,-1.899999976158142,-5.339529037475586,5.403026580810547,15.146303176879883
45,0,25,-3.700000047683716,-5.290838241577148,5.4364776611328125,15.173328399658203
45,0,26,-0.8999999761581421,-5.241975784301758,5.469846725463867,15.200382232666016
45,0,27,7.099999904632568,-5.195600509643555,5.500055313110352,15.22364616394043
45,0,28,15.600000381469727,-5.1485137939453125,5.530723571777344,15.246936798095703
45,0,29,16.5,-5.102603912353516,5.561492919921875,15.270143508911133
45,0,30,15.300000190734863,-5.059326171875,5.593059539794922,15.293895721435547
45,0,31,10.199999809265137,-5.012935638427734,5.625181198120117,15.318231582641602
