seed,station_local,time_index,truth,q05,q50,q95
41,0,850,10.399999618530273,9.547715187072754,21.811969757080078,26.588167190551758
41,0,851,13.5,9.53539752960205,21.800769805908203,26.565107345581055
41,0,852,23.600000381469727,9.517823219299316,21.784469604492188,26.536914825439453
41,0,853,24.399999618530273,9.497856140136719,21.765766143798828,26.50620460510254
41,0,854,22.299999237060547,9.476882934570312,21.746259689331055,26.47447967529297
41,0,855,15.100000381469727,9.454344749450684,21.72539520263672,26.441078186035156
41,0,856,11.899999618530273,9.42975902557373,21.702640533447266,26.405635833740234
41,0,857,11.300000190734863,9.404505729675293,21.679370880126953,26.36952781677246
41,0,858,10.699999809265137,9.379719734191895,21.65675163269043,26.33392333984375
41,0,859,14.899999618530273,9.355361938476562,21.634450912475586,26.298494338989258
41,0,860,24.100000381469727,9.331181526184082,21.611743927001953,26.262836456298828
41,0,861,26.700000762939453,9.30600357055664,21.588293075561523,26.226665496826172
41,0,862,23.899999618530273,9.283071517944336,21.567386627197266,26.192977905273438
41,0,863,15.300000190734863,9.262247085571289,21.54863166809082,26.162464141845703
41,0,864,13.399999618530273,9.23845100402832,21.526708602905273,26.129911422729492
41,0,865,12.300000190734863,9.213789939880371,21.50411033630371,26.096399307250977
41,0,866,13.199999809265137,9.18680191040039,21.4793701171875,26.060056686401367
41,0,867,19.899999618530273,9.15791130065918,21.452899932861328,26.02123260498047
41,0,868,24.600000381469727,9.128693580627441,21.42626953125,25.98209571838379
41,0,869,27.700000762939453,9.099246978759766,21.399486541748047,25.942720413208008
41,0,870,24.200000762939453,9.069700241088867,21.37255096435547,25.903076171875
41,0,871,15.600000381469727,9.04059886932373,21.345930099487305,25.863603591918945
41,0,872,12.5,9.011279106140137,21.319149017333984,25.824033737182617
41,0,873,11.199999809265137,8.98165512084961,21.292203903198242,25.7851619720459
41,0,874,10.800000190734863,8.953828811645508,21.26723861694336,25.74762725830078
41,0,875,16.200000762939453,8.92530632019043,21.24168586730957,25.708961486816406
41,0,876,24.899999618530273,8.895761489868164,21.215208053588867,25.668981552124023
41,0,877,27.5,8.86523723602295,21.187847137451172,25.62784194946289
41,0,878,24.700000762939453,8.833867073059082,21.15973472595215,25.588056564331055
41,0,879,17.100000381469727,8.800915718078613,21.131521224975586,25.54863739013672
41,0,880,13.600000381469727,8.766061782836914,21.103225708007812,25.509044647216797
41,0,881,12.399999618530273,8.73126220703125,21.074861526489258,25.46929359436035
41,0,882,12.199999809265137,8.697491645812988,21.046415328979492,25.429372787475586
41,0,883,17.899999618530273,8.663239479064941,21.017942428588867,25.38935661315918
41,0,884,24.399999618530273,8.627856254577637,20.989437103271484,25.348615646362305
41,0,885,20.100000381469727,8.592659950256348,20.960912704467773,25.3072509765625
41,0,886,22.899999618530273,8.557931900024414,20.932483673095703,25.265880584716797
41,0,887,18.0,8.523372650146484,20.90367889404297,25.22403335571289
41,0,888,15.899999618530273,8.489127159118652,20.874645233154297,25.18177032470703
41,0,889,15.300000190734863,8.455979347229004,20.845905303955078,25.139585494995117
41,0,890,15.899999618530273,8.424542427062988,20.818777084350586,25.098800659179688
41,0,891,18.100000381469727,8.394877433776855,20.793310165405273,25.059940338134766
41,0,892,23.200000762939453,8.36457633972168,20.767744064331055,25.02046012878418
41,0,893,25.0,8.334232330322266,20.742136001586914,24.98065185546875
41,0,894,21.100000381469727,8.304309844970703,20.716766357421875,24.940717697143555
41,0,895,18.399999618530273,8.275975227355957,20.69273567199707,24.902334213256836
41,0,896,18.299999237060547,8.249749183654785,20.67057228088379,24.86625099182129
41,0,897,17.799999237060547,8.223398208618164,20.64808464050293,24.82939338684082
41,0,898,17.799999237060547,8.197890281677246,20.626201629638672,24.793195724487305
41,0,899,19.0,8.173473358154297,20.60519790649414,24.757619857788086
41,0,900,23.600000381469727,8.149297714233398,20.584321975708008,24.722204208374023
41,0,901,21.299999237060547,8.125489234924316,20.563936233520508,24.687240600585938
41,0,902,20.0,8.102827072143555,20.544307708740234,24.653236389160156
41,0,903,18.600000381469727,8.080098152160645,20.524158477783203,24.618886947631836
41,0,904,18.100000381469727,8.057173728942871,20.50349998474121,24.58413314819336
41,0,905,17.899999618530273,8.036859512329102,20.4852352142334,24.551725387573242
41,0,906,18.100000381469727,8.01659870147705,20.46682357788086,24.518579483032227
41,0,907,19.399999618530273,7.990979194641113,20.442869186401367,24.47962760925293
41,0,908,23.100000381469727,7.964750289916992,20.418132781982422,24.43976402282715
41,0,909,22.799999237060547,7.940179824829102,20.394882202148438,24.401296615600586
41,0,910,18.5,7.914641380310059,20.37052345275879,24.36170196533203
41,0,911,14.100000381469727,7.886008262634277,20.342945098876953,24.319881439208984
41,0,912,12.699999809265137,7.858051300048828,20.315927505493164,24.279006958007812
41,0,913,11.699999809265137,7.831216812133789,20.28992462158203,24.238826751708984
41,0,914,11.800000190734863,7.804831504821777,20.264280319213867,24.198558807373047
41,0,915,20.700000762939453,7.779123306274414,20.239246368408203,24.158851623535156
41,0,916,24.200000762939453,7.75400447845459,20.21474266052246,24.11980438232422
41,0,917,23.399999618530273,7.729308128356934,20.19057846069336,24.080791473388672
41,0,918,21.399999618530273,7.70643424987793,20.168170928955078,24.043500900268555
41,0,919,16.899999618530273,7.689992904663086,20.15213966369629,24.012855529785156
41,0,920,13.100000381469727,7.67607307434082,20.138580322265625,23.984291076660156
41,0,921,12.800000190734863,7.664694786071777,20.127517700195312,23.957731246948242
41,0,922,12.600000381469727,7.654851913452148,20.117931365966797,23.93284797668457
41,0,923,14.800000190734863,7.644787788391113,20.108089447021484,23.90901756286621
41,0,924,21.5,7.631507873535156,20.09501075744629,23.88198471069336
41,0,925,24.299999237060547,7.618646621704102,20.08232307434082,23.855518341064453
41,0,926,21.600000381469727,7.605103492736816,20.068931579589844,23.82862663269043
41,0,927,16.899999618530273,7.593311309814453,20.05726432800293,23.80467414855957
41,0,928,14.800000190734863,7.582575798034668,20.0466251373291,23.781774520874023
41,0,929,13.399999618530273,7.571491241455078,20.035627365112305,23.75851058959961
41,0,930,13.399999618530273,7.56046199798584,20.024677276611328,23.7352352142334
41,0,931,15.600000381469727,7.550495147705078,20.014785766601562,23.713054656982422
41,0,932,20.5,7.54111385345459,20.00547218322754,23.69147491455078
41,0,933,19.700000762939453,7.5328826904296875,19.997299194335938,23.67106819152832
41,0,934,18.899999618530273,7.527074813842773,19.991548538208008,23.653125762939453
41,0,935,17.299999237060547,7.521726608276367,19.986248016357422,23.635683059692383
41,0,936,14.899999618530273,7.516922950744629,19.981491088867188,23.618831634521484
41,0,937,14.5,7.512657165527344,19.97726821899414,23.60283851623535
41,0,938,15.300000190734863,7.508925437927246,19.97357177734375,23.5876522064209
41,0,939,16.799999237060547,7.506353378295898,19.97103500366211,23.5738525390625
41,0,940,19.399999618530273,7.503687858581543,19.968399047851562,23.55853843688965
41,0,941,20.0,7.504337310791016,19.969078063964844,23.546241760253906
41,0,942,17.799999237060547,7.505039215087891,19.969804763793945,23.533912658691406
41,0,943,12.699999809265137,7.505352020263672,19.97014045715332,23.521451950073242
41,0,944,10.800000190734863,7.506106376647949,19.970914840698242,23.510150909423828
41,0,945,11.800000190734863,7.507871627807617,19.972700119018555,23.500444412231445
41,0,946,12.0,7.511470794677734,19.976314544677734,23.493642807006836
41,0,947,13.899999618530273,7.51716423034668,19.98202133178711,23.489154815673828
41,0,948,16.5,7.523616790771484,19.988489151000977,23.485454559326172
41,0,949,17.200000762939453,7.533047676086426,19.99793243408203,23.484853744506836
41,0,950,16.399999618530273,7.543004035949707,20.00790023803711,23.484830856323242
41,0,951,14.5,7.554470062255859,20.019376754760742,23.48641586303711
41,0,952,14.199999809265137,7.561928749084473,20.026844024658203,23.484169006347656
41,0,953,13.600000381469727,7.570431709289551,20.035354614257812,23.48314094543457
41,0,954,12.600000381469727,7.579708099365234,20.04463768005371,23.482925415039062
41,0,955,12.899999618530273,7.592771530151367,20.057708740234375,23.48619842529297
41,0,956,13.899999618530273,7.607219696044922,20.072166442871094,23.491024017333984
41,0,957,15.0,7.622032165527344,20.086990356445312,23.496374130249023
41,0,958,15.399999618530273,7.635878562927246,20.100841522216797,23.500896453857422
41,0,959,15.100000381469727,7.6509809494018555,20.115951538085938,23.506322860717773
41,0,960,14.699999809265137,7.666089057922363,20.131065368652344,23.511850357055664
41,0,961,14.300000190734863,7.68089485168457,20.145875930786133,23.517290115356445
41,0,962,13.899999618530273,7.695775032043457,20.16075897216797,23.5231990814209
41,0,963,14.699999809265137,7.711071968078613,20.176057815551758,23.529443740844727
41,0,964,15.5,7.7289886474609375,20.19397735595703,23.538410186767578
41,0,965,17.899999618530273,7.742255210876465,20.207246780395508,23.542842864990234
41,0,966,17.299999237060547,7.75740909576416,20.222400665283203,23.54907989501953
41,0,967,13.5,7.7744855880737305,20.239479064941406,23.557355880737305
41,0,968,13.0,7.79157829284668,20.256572723388672,23.56479263305664
41,0,969,10.699999809265137,7.808174133300781,20.273170471191406,23.57190704345703
41,0,970,10.899999618530273,7.824761390686035,20.289758682250977,23.579158782958984
