seed,heldout_local,lead,truth,q05,q50,q95
41,24,1,18.700000762939453,20.202402114868164,22.58234405517578,27.095661163330078
41,24,2,19.600000381469727,19.82119369506836,22.61528968811035,27.16473960876465
41,24,3,21.5,19.33151626586914,22.90762710571289,27.00690460205078
41,24,4,21.600000381469727,19.054527282714844,22.68280601501465,26.453907012939453
41,24,5,21.5,19.731407165527344,22.700111389160156,27.023426055908203
41,24,6,20.399999618530273,20.57510757446289,23.063217163085938,27.462547302246094
41,24,7,19.299999237060547,19.624786376953125,22.436119079589844,26.482229232788086
41,24,8,18.399999618530273,19.55660629272461,22.216686248779297,26.42025375366211
41,24,9,18.299999237060547,19.776897430419922,22.287134170532227,26.76262664794922
41,24,10,19.899999618530273,18.71552848815918,22.225051879882812,26.892677307128906
41,24,11,22.399999618530273,18.149356842041016,22.018577575683594,26.405826568603516
41,24,12,23.899999618530273,18.17072105407715,22.218481063842773,26.846242904663086
41,24,13,22.100000381469727,18.841033935546875,23.835222244262695,28.488563537597656
41,24,14,18.200000762939453,22.058948516845703,24.797197341918945,29.337966918945312
41,24,15,16.700000762939453,21.130329132080078,24.497385025024414,28.72821807861328
41,24,16,16.0,19.60746955871582,23.83601951599121,28.184925079345703
41,24,17,16.700000762939453,18.400423049926758,23.03536605834961,27.905784606933594
41,24,18,22.100000381469727,18.633501052856445,22.6502685546875,27.61924934387207
41,24,19,24.700000762939453,16.781967163085938,22.225561141967773,26.881484985351562
41,24,20,26.299999237060547,16.56328773498535,21.985410690307617,26.464996337890625
41,24,21,24.0,17.472246170043945,22.57025718688965,27.04250717163086
41,24,22,18.399999618530273,19.443330764770508,23.321542739868164,27.815399169921875
41,24,23,16.799999237060547,19.624134063720703,22.718828201293945,27.242305755615234
41,24,24,16.200000762939453,18.846202850341797,22.508825302124023,27.208980560302734
41,24,25,17.799999237060547,18.05642318725586,21.549755096435547,25.950572967529297
41,24,26,22.5,18.01230239868164,20.891555786132812,25.073366165161133
41,24,27,25.5,16.936983108520508,20.02284812927246,24.337547302246094
41,24,28,26.0,15.736406326293945,19.50579261779785,23.701276779174805
41,24,29,25.0,16.764644622802734,20.410118103027344,25.071826934814453
41,24,30,19.600000381469727,18.40336036682129,21.229171752929688,25.221641540527344
41,24,31,18.399999618530273,19.188411712646484,21.231882095336914,25.04509925842285
41,24,32,17.799999237060547,18.90757942199707,20.655925750732422,24.679874420166016
41,24,33,19.100000381469727,17.625478744506836,20.139434814453125,24.728967666625977
41,24,34,24.700000762939453,16.08310890197754,19.533695220947266,23.870349884033203
41,24,35,26.799999237060547,15.43291187286377,19.285808563232422,23.806777954101562
41,24,36,27.799999237060547,14.673267364501953,19.598670959472656,24.01618194580078
41,24,37,25.5,15.977869033813477,20.835636138916016,25.354263305664062
41,24,38,20.0,16.88648223876953,21.140201568603516,25.918651580810547
41,24,39,18.700000762939453,17.884410858154297,21.228023529052734,25.868513107299805
41,24,40,18.799999237060547,17.184799194335938,20.62537956237793,24.851593017578125
41,24,41,20.399999618530273,15.694077491760254,20.200929641723633,25.164270401000977
41,24,42,24.299999237060547,16.660900115966797,20.24509048461914,25.833133697509766
41,24,43,26.899999618530273,16.30051040649414,20.69183349609375,25.746318817138672
41,24,44,27.5,16.691925048828125,21.122262954711914,25.92060089111328
41,24,45,25.600000381469727,17.861133575439453,21.843460083007812,26.252294540405273
41,24,46,20.399999618530273,19.045949935913086,22.203235626220703,26.686935424804688
41,24,47,18.799999237060547,20.06707191467285,22.977031707763672,27.598068237304688
41,24,48,18.5,20.292606353759766,22.883590698242188,27.156612396240234
41,24,49,20.399999618530273,19.295059204101562,22.582632064819336,27.48174285888672
41,24,50,26.200000762939453,19.43752670288086,22.440759658813477,27.130022048950195
41,24,51,28.399999618530273,18.83201026916504,22.154935836791992,27.010955810546875
41,24,52,28.799999237060547,18.464426040649414,22.152416229248047,26.571758270263672
41,24,53,27.5,19.07318687438965,23.006771087646484,27.91731071472168
41,24,54,24.0,19.977558135986328,23.602867126464844,28.302734375
41,24,55,21.0,19.51266860961914,23.515798568725586,27.940397262573242
41,24,56,20.5,18.44775390625,22.805727005004883,27.690914154052734
41,24,57,22.600000381469727,17.41153335571289,22.447673797607422,27.5395450592041
41,24,58,26.299999237060547,16.93665313720703,21.71430206298828,26.82707977294922
41,24,59,27.700000762939453,16.11600685119629,21.58351707458496,26.26774024963379
41,24,60,26.799999237060547,17.281816482543945,22.47686195373535,27.042707443237305
41,24,61,23.700000762939453,17.57736587524414,22.928159713745117,27.52999496459961
41,24,62,21.399999618530273,19.722970962524414,23.358304977416992,27.47942352294922
41,24,63,21.600000381469727,20.1241455078125,23.16204261779785,27.17816734313965
41,24,64,20.5,18.671192169189453,21.941884994506836,25.71760368347168
41,24,65,21.200000762939453,18.801021575927734,21.193315505981445,25.31320571899414
41,24,66,21.399999618530273,18.934362411499023,21.327899932861328,25.526290893554688
41,24,67,21.299999237060547,19.5245361328125,21.850908279418945,25.81145668029785
41,24,68,21.399999618530273,19.32355499267578,22.179914474487305,26.48578643798828
41,24,69,19.899999618530273,21.952903747558594,23.88376235961914,28.59971809387207
41,24,70,19.600000381469727,22.22099494934082,24.356739044189453,28.71570587158203
41,24,71,19.899999618530273,21.91909408569336,23.65538215637207,27.981868743896484
41,24,72,19.700000762939453,20.9560489654541,22.840608596801758,27.018566131591797
41,24,73,19.0,20.16476821899414,22.614219665527344,27.495025634765625
41,24,74,20.0,18.524330139160156,22.443584442138672,26.86749839782715
41,24,75,21.5,18.517868041992188,22.450176239013672,27.209884643554688
41,24,76,24.700000762939453,19.19103240966797,22.521093368530273,27.184566497802734
41,24,77,23.200000762939453,19.734960556030273,22.618906021118164,27.30234718322754
41,24,78,19.100000381469727,19.223894119262695,22.308334350585938,26.917219161987305
41,24,79,17.899999618530273,18.95667839050293,21.050640106201172,25.206283569335938
41,24,80,17.799999237060547,18.72616958618164,20.79743194580078,25.203075408935547
41,24,81,18.899999618530273,18.395702362060547,20.617313385009766,25.189048767089844
41,24,82,22.700000762939453,18.034013748168945,20.945091247558594,25.2218074798584
41,24,83,26.200000762939453,17.656490325927734,20.758024215698242,24.720090866088867
41,24,84,25.700000762939453,16.991867065429688,21.05078887939453,24.7508487701416
41,24,85,19.200000762939453,17.97789764404297,21.927452087402344,26.136478424072266
41,24,86,18.299999237060547,19.042171478271484,22.34470558166504,26.737560272216797
41,24,87,16.700000762939453,18.652761459350586,22.458385467529297,26.103256225585938
41,24,88,16.600000381469727,18.8383731842041,22.87543487548828,26.413108825683594
41,24,89,16.600000381469727,19.022594451904297,22.735645294189453,26.934568405151367
41,24,90,20.5,18.91451644897461,22.419309616088867,26.476009368896484
41,24,91,23.600000381469727,19.71992301940918,21.930341720581055,25.784725189208984
41,24,92,25.5,19.47900390625,21.72808265686035,25.421825408935547
41,24,93,24.600000381469727,19.997802734375,22.22439193725586,25.85060691833496
41,24,94,23.0,20.492294311523438,22.350528717041016,26.060951232910156
41,24,95,21.299999237060547,20.699085235595703,22.527873992919922,25.998640060424805
41,24,96,19.5,22.121688842773438,23.591445922851562,27.346473693847656
41,24,97,20.600000381469727,22.22400665283203,23.904104232788086,27.91822052001953
41,24,98,22.399999618530273,22.081993103027344,24.473264694213867,28.52778434753418
41,24,99,25.600000381469727,21.537282943725586,24.71689796447754,28.619829177856445
41,24,100,23.899999618530273,21.823421478271484,24.583974838256836,28.51335906982422
41,24,101,21.200000762939453,21.87795639038086,24.577796936035156,28.51028060913086
41,24,102,20.399999618530273,22.127504348754883,24.74315071105957,28.759830474853516
41,24,103,20.200000762939453,22.722681045532227,24.826480865478516,28.912891387939453
41,24,104,18.600000381469727,22.064781188964844,24.70041275024414,28.852222442626953
41,24,105,18.200000762939453,22.314624786376953,25.02172088623047,29.633525848388672
41,24,106,21.700000762939453,21.65072250366211,24.909400939941406,29.218778610229492
41,24,107,23.5,21.447471618652344,24.659177780151367,28.469484329223633
41,24,108,23.0,21.785991668701172,24.400148391723633,28.21457290649414
41,24,109,21.5,22.76056671142578,25.139328002929688,29.12552833557129
41,24,110,19.299999237060547,23.51600456237793,26.1857967376709,30.294715881347656
41,24,111,18.399999618530273,22.786285400390625,26.05198097229004,30.090030670166016
41,24,112,18.299999237060547,21.98711585998535,25.307157516479492,29.15433692932129
41,24,113,18.799999237060547,20.58846092224121,24.32257652282715,28.873157501220703
41,24,114,20.399999618530273,19.947011947631836,24.313003540039062,28.44660758972168
41,24,115,23.600000381469727,20.293563842773438,24.005905151367188,27.841537475585938
41,24,116,24.0,20.853988647460938,24.777833938598633,28.511032104492188
41,24,117,22.600000381469727,21.9333438873291,26.177051544189453,30.3067569732666
41,24,118,18.399999618530273,22.927331924438477,26.98459815979004,31.000770568847656
41,24,119,18.700000762939453,23.05946922302246,26.314603805541992,30.3856201171875
41,24,120,17.899999618530273,22.980329513549805,25.804283142089844,30.182621002197266
41,24,121,17.399999618530273,21.550607681274414,25.12580108642578,29.458072662353516
41,24,122,20.200000762939453,19.60565757751465,24.18761444091797,28.32956314086914
41,24,123,22.299999237060547,18.207704544067383,23.36899185180664,27.478628158569336
41,24,124,23.899999618530273,17.725727081298828,23.409040451049805,27.233692169189453
41,24,125,19.200000762939453,19.479082107543945,24.49774742126465,28.491744995117188
41,24,126,17.600000381469727,20.246936798095703,24.923358917236328,29.55121421813965
41,24,127,16.899999618530273,21.72879409790039,25.360210418701172,29.552894592285156
41,24,128,14.899999618530273,21.438705444335938,25.267606735229492,29.505064010620117
41,24,129,13.899999618530273,21.368879318237305,25.086956024169922,29.381790161132812
41,24,130,19.100000381469727,20.608810424804688,24.225921630859375,28.180221557617188
41,24,131,21.700000762939453,19.68587303161621,23.381587982177734,27.40386199951172
41,24,132,21.299999237060547,18.688173294067383,22.994298934936523,26.57940101623535
41,24,133,19.5,19.84201431274414,23.445083618164062,26.990459442138672
41,24,134,16.700000762939453,21.587162017822266,24.100448608398438,27.741708755493164
41,24,135,13.899999618530273,21.582687377929688,24.169404983520508,27.48900604248047
41,24,136,12.300000190734863,21.444292068481445,24.266023635864258,27.667680740356445
41,24,137,12.0,20.198246002197266,23.35114097595215,27.375967025756836
41,24,138,15.800000190734863,17.9818172454834,21.99971580505371,25.764057159423828
41,24,139,18.0,17.91948127746582,21.16265869140625,24.94070053100586
41,24,140,19.0,18.267757415771484,21.3922119140625,24.655975341796875
41,24,141,16.700000762939453,19.473997116088867,22.846471786499023,26.48147964477539
41,24,142,11.399999618530273,21.57811737060547,24.32440185546875,28.159883499145508
41,24,143,10.800000190734863,21.87731170654297,24.41659164428711,27.96856689453125
41,24,144,9.600000381469727,20.981996536254883,23.413698196411133,27.406858444213867
41,24,145,12.0,19.829612731933594,22.74881935119629,27.35903549194336
41,24,146,19.100000381469727,18.895591735839844,21.719196319580078,25.8641300201416
41,24,147,21.299999237060547,18.265689849853516,21.126596450805664,25.20489501953125
41,24,148,22.899999618530273,17.673070907592773,21.537494659423828,25.323928833007812
41,24,149,19.299999237060547,18.507720947265625,22.19684600830078,26.157821655273438
41,24,150,15.0,20.049388885498047,23.062543869018555,27.546781539916992
41,34,1,10.399999618530273,15.530752182006836,21.587566375732422,29.109582901000977
41,34,2,14.300000190734863,17.31392478942871,23.31477928161621,30.799711227416992
41,34,3,22.100000381469727,16.402734756469727,24.231908798217773,31.395835876464844
41,34,4,25.200000762939453,15.791011810302734,24.411954879760742,30.981647491455078
41,34,5,26.100000381469727,14.700271606445312,23.716875076293945,30.567638397216797
41,34,6,22.0,13.36936092376709,21.789695739746094,28.73760986328125
41,34,7,18.600000381469727,11.759291648864746,20.540674209594727,27.84660530090332
41,34,8,16.0,10.731721878051758,20.103668212890625,27.57488250732422
41,34,9,14.100000381469727,12.423828125,20.603538513183594,27.24789047241211
41,34,10,15.0,14.213323593139648,22.43912696838379,29.59242057800293
41,34,11,25.5,15.008095741271973,23.814056396484375,31.386661529541016
41,34,12,27.200000762939453,15.5432710647583,23.908231735229492,31.945873260498047
41,34,13,28.299999237060547,15.69973373413086,23.843536376953125,31.312990188598633
41,34,14,25.100000381469727,14.218392372131348,22.29160499572754,30.077966690063477
41,34,15,22.200000762939453,13.11856460571289,21.71640396118164,28.698198318481445
41,34,16,19.100000381469727,11.910212516784668,21.773601531982422,29.00695037841797
41,34,17,18.100000381469727,12.801246643066406,21.92998695373535,28.360973358154297
41,34,18,20.600000381469727,14.678214073181152,22.913928985595703,29.548721313476562
41,34,19,25.700000762939453,14.947057723999023,23.803667068481445,30.21915054321289
41,34,20,28.0,14.433950424194336,23.267929077148438,30.302013397216797
41,34,21,27.600000381469727,14.027156829833984,22.80707550048828,29.462636947631836
41,34,22,20.899999618530273,12.881654739379883,21.647018432617188,28.85809326171875
41,34,23,19.899999618530273,11.410205841064453,20.106836318969727,28.080734252929688
41,34,24,15.699999809265137,10.535564422607422,19.89130973815918,26.825817108154297
41,34,25,16.200000762939453,10.913829803466797,19.861888885498047,26.511838912963867
41,34,26,18.899999618530273,11.210914611816406,20.274484634399414,27.54256820678711
41,34,27,22.799999237060547,11.398648262023926,20.676921844482422,28.22305679321289
41,34,28,24.700000762939453,12.221643447875977,20.742586135864258,27.878131866455078
41,34,29,22.700000762939453,12.41637134552002,20.046184539794922,27.66454315185547
41,34,30,15.0,11.301051139831543,19.095844268798828,26.373746871948242
41,34,31,13.800000190734863,11.774276733398438,19.389507293701172,26.92698860168457
41,34,32,12.899999618530273,12.602021217346191,20.425025939941406,28.156984329223633
41,34,33,12.600000381469727,14.7567777633667,21.44443130493164,29.10126495361328
41,34,34,14.699999809265137,15.855650901794434,22.060901641845703,29.629623413085938
41,34,35,20.200000762939453,14.757737159729004,22.10709571838379,29.392452239990234
41,34,36,21.600000381469727,14.533806800842285,21.761137008666992,29.43124008178711
41,34,37,21.600000381469727,13.444751739501953,21.243457794189453,28.540103912353516
41,34,38,17.100000381469727,14.416031837463379,21.11800193786621,28.1925048828125
41,34,39,15.100000381469727,14.804827690124512,22.10028839111328,29.226469039916992
41,34,40,13.100000381469727,14.964643478393555,22.48885726928711,29.742733001708984
41,34,41,10.899999618530273,15.461883544921875,23.34111785888672,30.607715606689453
41,34,42,13.100000381469727,17.32587242126465,23.653907775878906,30.962604522705078
41,34,43,19.299999237060547,16.557619094848633,23.766313552856445,31.831567764282227
41,34,44,23.299999237060547,16.99679183959961,23.809240341186523,31.474891662597656
41,34,45,22.299999237060547,16.459304809570312,24.049474716186523,32.078548431396484
41,34,46,17.899999618530273,15.763998031616211,22.86043357849121,31.068695068359375
41,34,47,13.399999618530273,16.649856567382812,23.258024215698242,30.812965393066406
41,34,48,10.600000381469727,17.824594497680664,24.153682708740234,31.601619720458984
41,34,49,7.5,19.442977905273438,24.21908187866211,31.495975494384766
41,34,50,11.800000190734863,19.814279556274414,25.24489402770996,32.105430603027344
41,34,51,20.799999237060547,18.795421600341797,25.403514862060547,32.3568000793457
41,34,52,24.600000381469727,16.63858413696289,24.185260772705078,31.675090789794922
41,34,53,25.5,13.453038215637207,21.345869064331055,28.881032943725586
41,34,54,20.299999237060547,12.203475952148438,19.765180587768555,27.36463165283203
41,34,55,13.800000190734863,13.85608196258545,19.72262954711914,27.617713928222656
41,34,56,11.699999809265137,14.651848793029785,20.71912384033203,28.53255271911621
41,34,57,11.600000381469727,16.77271842956543,21.83052635192871,28.924753189086914
41,34,58,15.800000190734863,16.80234146118164,22.54556655883789,29.917097091674805
41,34,59,25.200000762939453,17.08909797668457,22.798316955566406,30.42058563232422
41,34,60,28.5,16.621723175048828,22.921648025512695,30.413040161132812
41,34,61,20.299999237060547,16.050518035888672,22.21408462524414,29.817167282104492
41,34,62,19.5,15.944069862365723,22.021469116210938,30.207439422607422
41,34,63,16.600000381469727,16.948129653930664,22.797317504882812,31.003677368164062
41,34,64,14.5,17.408309936523438,23.49747657775879,30.89935302734375
41,34,65,11.800000190734863,18.029781341552734,23.39314842224121,31.298778533935547
41,34,66,16.0,17.815073013305664,24.06780242919922,31.969680786132812
41,34,67,21.600000381469727,16.993221282958984,23.967544555664062,31.647249221801758
41,34,68,25.100000381469727,17.011722564697266,23.338151931762695,30.879154205322266
41,34,69,25.799999237060547,16.600223541259766,23.582622528076172,31.63603401184082
41,34,70,19.100000381469727,15.55831527709961,22.8882999420166,30.724971771240234
41,34,71,16.0,17.345075607299805,22.958206176757812,30.378589630126953
41,34,72,14.699999809265137,18.82927894592285,23.423511505126953,31.22458267211914
41,34,73,12.5,17.5821533203125,23.62837028503418,31.38671112060547
41,34,74,15.699999809265137,17.417232513427734,23.339475631713867,31.724878311157227
41,34,75,19.799999237060547,16.458656311035156,23.20225715637207,31.634929656982422
