seed,target_index,lead,truth,model,q05,q50,q95
45,0,1,-0.6697542667388916,STDK,-0.8842076063156128,-0.33093708753585815,0.33228522539138794
45,0,1,-0.6697542667388916,STDK_plus_QLSTM,-1.1045994758605957,-0.23034824430942535,0.5881295800209045
45,0,1,-0.6697542667388916,STDK_plus_QConvLSTM,-0.7007157206535339,-0.012520911172032356,0.8227323889732361
45,0,2,-0.4212431311607361,STDK,-0.9556130170822144,-0.4063684642314911,0.2603735029697418
45,0,2,-0.4212431311607361,STDK_plus_QLSTM,-1.1643142700195312,-0.29123377799987793,0.5275037884712219
45,0,2,-0.4212431311607361,STDK_plus_QConvLSTM,-0.5718064308166504,0.16330234706401825,1.0004549026489258
45,0,3,-0.4399983882904053,STDK,-1.0648186206817627,-0.514587938785553,0.1558564305305481
45,0,3,-0.4399983882904053,STDK_plus_QLSTM,-1.1952877044677734,-0.33233529329299927,0.48650598526000977
45,0,3,-0.4399983882904053,STDK_plus_QConvLSTM,-0.4403643012046814,0.2939828634262085,1.0802884101867676
45,0,4,-0.7533544301986694,STDK,-1.1551861763000488,-0.5988469123840332,0.07553654909133911
45,0,4,-0.7533544301986694,STDK_plus_QLSTM,-1.2109923362731934,-0.36077141761779785,0.4621332287788391
45,0,4,-0.7533544301986694,STDK_plus_QConvLSTM,-0.4738738536834717,0.3200541138648987,1.1779053211212158
45,0,5,-0.5526423454284668,STDK,-1.2579782009124756,-0.690155029296875,-0.011484801769256592
45,0,5,-0.5526423454284668,STDK_plus_QLSTM,-1.213857889175415,-0.3799160122871399,0.4449918866157532
45,0,5,-0.5526423454284668,STDK_plus_QConvLSTM,-0.30987101793289185,0.41681259870529175,1.2359106540679932
45,1,1,-0.7838003039360046,STDK,-1.7494208812713623,-1.172692894935608,-0.4955750107765198
45,1,1,-0.7838003039360046,STDK_plus_QLSTM,-1.8798680305480957,-1.007523536682129,-0.04638803005218506
45,1,1,-0.7838003039360046,STDK_plus_QConvLSTM,-1.8987805843353271,-1.0071715116500854,-0.16248905658721924
45,1,2,-0.9655381441116333,STDK,-1.846065640449524,-1.2734735012054443,-0.5927425622940063
45,1,2,-0.9655381441116333,STDK_plus_QLSTM,-1.9477152824401855,-1.06409752368927,-0.07608020305633545
45,1,2,-0.9655381441116333,STDK_plus_QConvLSTM,-1.691953182220459,-0.8365016579627991,-0.019433259963989258
45,1,3,-0.633173406124115,STDK,-1.9620437622070312,-1.3883265256881714,-0.703890323638916
45,1,3,-0.633173406124115,STDK_plus_QLSTM,-1.9867651462554932,-1.0968339443206787,-0.10135358572006226
