seed,target_index,lead,truth,model,q05,q50,q95
41,0,1,-0.6697542667388916,STDK,-0.6705288887023926,-0.1638588309288025,0.5815929770469666
41,0,1,-0.6697542667388916,STDK_plus_QLSTM,-0.9624834656715393,-0.11653599888086319,0.7041625380516052
41,0,1,-0.6697542667388916,STDK_plus_QConvLSTM,-0.5529325604438782,0.14897744357585907,1.1078487634658813
41,0,2,-0.4212431311607361,STDK,-0.6851401329040527,-0.1825965940952301,0.5663083791732788
41,0,2,-0.4212431311607361,STDK_plus_QLSTM,-1.018284797668457,-0.15632137656211853,0.6648277044296265
41,0,2,-0.4212431311607361,STDK_plus_QConvLSTM,-0.5720438361167908,0.2649514675140381,1.1676528453826904
41,0,3,-0.4399983882904053,STDK,-0.6925230026245117,-0.19117304682731628,0.5608023405075073
41,0,3,-0.4399983882904053,STDK_plus_QLSTM,-1.0414265394210815,-0.18082532286643982,0.64339280128479
41,0,3,-0.4399983882904053,STDK_plus_QConvLSTM,-0.5183634757995605,0.31935805082321167,1.159867525100708
41,0,4,-0.7533544301986694,STDK,-0.7473899126052856,-0.24427083134651184,0.5103126764297485
41,0,4,-0.7533544301986694,STDK_plus_QLSTM,-1.0332763195037842,-0.1850319802761078,0.6414231061935425
41,0,4,-0.7533544301986694,STDK_plus_QConvLSTM,-0.4243003726005554,0.41481268405914307,1.209272861480713
41,0,5,-0.5526423454284668,STDK,-0.7845844030380249,-0.276143878698349,0.48080918192863464
41,0,5,-0.5526423454284668,STDK_plus_QLSTM,-1.0137170553207397,-0.17640098929405212,0.6515686511993408
41,0,5,-0.5526423454284668,STDK_plus_QConvLSTM,-0.475991427898407,0.3087916374206543,1.1803255081176758
41,1,1,-0.7838003039360046,STDK,-1.5017848014831543,-0.9978329539299011,-0.2542645335197449
41,1,1,-0.7838003039360046,STDK_plus_QLSTM,-1.6019443273544312,-0.8108173608779907,0.15592551231384277
41,1,1,-0.7838003039360046,STDK_plus_QConvLSTM,-1.7328623533248901,-1.100034475326538,-0.20381641387939453
41,1,2,-0.9655381441116333,STDK,-1.5643887519836426,-1.0635192394256592,-0.31693363189697266
41,1,2,-0.9655381441116333,STDK_plus_QLSTM,-1.628498911857605,-0.8281978368759155,0.18606460094451904
41,1,2,-0.9655381441116333,STDK_plus_QConvLSTM,-1.6401028633117676,-1.040518879890442,-0.13906395435333252
41,1,3,-0.633173406124115,STDK,-1.6431846618652344,-1.1425461769104004,-0.39317142963409424
41,1,3,-0.633173406124115,STDK_plus_QLSTM,-1.672756552696228,-0.868773341178894,0.18038547039031982
41,1,3,-0.633173406124115,STDK_plus_QConvLSTM,-1.4932045936584473,-0.883384644985199,-0.0022698044776916504
41,1,4,-0.7860773801803589,STDK,-1.720757007598877,-1.216517448425293,-0.46461576223373413
41,1,4,-0.7860773801803589,STDK_plus_QLSTM,-1.6524226665496826,-0.8480423092842102,0.22682589292526245
41,1,4,-0.7860773801803589,STDK_plus_QConvLSTM,-1.452012300491333,-0.7687660455703735,0.02100294828414917
41,1,5,-0.7598663568496704,STDK,-1.795707106590271,-1.2841925621032715,-0.5300164818763733
41,1,5,-0.7598663568496704,STDK_plus_QLSTM,-1.6527202129364014,-0.8518929481506348,0.24742746353149414
41,1,5,-0.7598663568496704,STDK_plus_QConvLSTM,-1.4830513000488281,-0.8289674520492554,0.04189169406890869
41,2,1,-0.6339322924613953,STDK,-0.9100400805473328,-0.3551110625267029,0.36962300539016724
41,2,1,-0.6339322924613953,STDK_plus_QLSTM,-1.2363250255584717,-0.45011603832244873,0.44639652967453003
41,2,1,-0.6339322924613953,STDK_plus_QConvLSTM,-1.198026418685913,-0.32157960534095764,0.368346244096756
41,2,2,-0.5530821681022644,STDK,-0.8351590037345886,-0.28363490104675293,0.4436817765235901
41,2,2,-0.5530821681022644,STDK_plus_QLSTM,-1.2541751861572266,-0.4657641053199768,0.44230031967163086
41,2,2,-0.5530821681022644,STDK_plus_QConvLSTM,-1.3429927825927734,-0.5083104968070984,0.19500839710235596
41,2,3,-0.15030840039253235,STDK,-0.8346883058547974,-0.2830231785774231,0.44677960872650146
41,2,3,-0.15030840039253235,STDK_plus_QLSTM,-1.2842141389846802,-0.49082767963409424,0.425568163394928
41,2,3,-0.15030840039253235,STDK_plus_QConvLSTM,-1.3767333030700684,-0.5661771893501282,0.21304500102996826
41,2,4,-0.40319740772247314,STDK,-0.8424195051193237,-0.28664714097976685,0.44535958766937256
41,2,4,-0.40319740772247314,STDK_plus_QLSTM,-1.3272228240966797,-0.5251906514167786,0.3983532786369324
41,2,4,-0.40319740772247314,STDK_plus_QConvLSTM,-1.447326421737671,-0.6040869355201721,0.17761462926864624
41,2,5,-0.46498432755470276,STDK,-0.8577929139137268,-0.29396337270736694,0.44006866216659546
41,2,5,-0.46498432755470276,STDK_plus_QLSTM,-1.3792541027069092,-0.5717673301696777,0.35634905099868774
41,2,5,-0.46498432755470276,STDK_plus_QConvLSTM,-1.498412013053894,-0.63707035779953,0.17690974473953247
41,3,1,0.23013873398303986,STDK,-0.6532182693481445,-0.08415340632200241,0.5938419699668884
41,3,1,0.23013873398303986,STDK_plus_QLSTM,-0.9232778549194336,-0.08577720075845718,0.8294732570648193
41,3,1,0.23013873398303986,STDK_plus_QConvLSTM,-0.41193175315856934,0.4415191411972046,1.3630964756011963
41,3,2,0.21062083542346954,STDK,-0.7257163524627686,-0.1585979163646698,0.5223919153213501
