seed,target_index,lead,truth,model,q05,q50,q95
44,0,1,-0.6697542667388916,STDK,-0.7352981567382812,-0.11104236543178558,0.48030567169189453
44,0,1,-0.6697542667388916,STDK_plus_QLSTM,-0.9021756052970886,-0.07071002572774887,0.7082907557487488
44,0,1,-0.6697542667388916,STDK_plus_QConvLSTM,-0.2861311435699463,0.5663363933563232,1.6231706142425537
44,0,2,-0.4212431311607361,STDK,-0.8374030590057373,-0.21702197194099426,0.3778848350048065
44,0,2,-0.4212431311607361,STDK_plus_QLSTM,-0.9764070510864258,-0.13510844111442566,0.6400607824325562
44,0,2,-0.4212431311607361,STDK_plus_QConvLSTM,-0.3315819203853607,0.4968452751636505,1.5005435943603516
44,0,3,-0.4399983882904053,STDK,-0.9880692958831787,-0.3688443899154663,0.22976815700531006
44,0,3,-0.4399983882904053,STDK_plus_QLSTM,-1.0185065269470215,-0.17368844151496887,0.592680811882019
44,0,3,-0.4399983882904053,STDK_plus_QConvLSTM,-0.4507943391799927,0.3528810739517212,1.3469414710998535
44,0,4,-0.7533544301986694,STDK,-1.1161367893218994,-0.4953833818435669,0.10759669542312622
44,0,4,-0.7533544301986694,STDK_plus_QLSTM,-1.0327479839324951,-0.19247016310691833,0.5696182250976562
44,0,4,-0.7533544301986694,STDK_plus_QConvLSTM,-0.5638204216957092,0.24310435354709625,1.1771079301834106
44,0,5,-0.5526423454284668,STDK,-1.2487624883651733,-0.6234763264656067,-0.019576668739318848
44,0,5,-0.5526423454284668,STDK_plus_QLSTM,-1.02365243434906,-0.19412383437156677,0.5603506565093994
44,0,5,-0.5526423454284668,STDK_plus_QConvLSTM,-0.6626113653182983,0.11619234830141068,1.086426019668579
44,1,1,-0.7838003039360046,STDK,-1.6737589836120605,-1.1580865383148193,-0.4467179775238037
44,1,1,-0.7838003039360046,STDK_plus_QLSTM,-1.813025712966919,-1.0369651317596436,-0.06078648567199707
44,1,1,-0.7838003039360046,STDK_plus_QConvLSTM,-1.7827799320220947,-0.7989141941070557,0.3384220600128174
44,1,2,-0.9655381441116333,STDK,-1.7510002851486206,-1.242181658744812,-0.5249204039573669
44,1,2,-0.9655381441116333,STDK_plus_QLSTM,-1.8639817237854004,-1.0692625045776367,-0.08748704195022583
44,1,2,-0.9655381441116333,STDK_plus_QConvLSTM,-1.7892389297485352,-0.8571578860282898,0.30525606870651245
44,1,3,-0.633173406124115,STDK,-1.7666187286376953,-1.2607605457305908,-0.5370811820030212
44,1,3,-0.633173406124115,STDK_plus_QLSTM,-1.897486686706543,-1.0928854942321777,-0.11054593324661255
44,1,3,-0.633173406124115,STDK_plus_QConvLSTM,-1.7050646543502808,-0.7157307863235474,0.3965851068496704
44,1,4,-0.7860773801803589,STDK,-1.7948505878448486,-1.2876721620559692,-0.5553610324859619
44,1,4,-0.7860773801803589,STDK_plus_QLSTM,-1.925719976425171,-1.1195025444030762,-0.13678061962127686
44,1,4,-0.7860773801803589,STDK_plus_QConvLSTM,-1.7172865867614746,-0.7201002836227417,0.41618239879608154
44,1,5,-0.7598663568496704,STDK,-1.8360610008239746,-1.3233343362808228,-0.5805553793907166
44,1,5,-0.7598663568496704,STDK_plus_QLSTM,-1.9623889923095703,-1.1601004600524902,-0.17040526866912842
44,1,5,-0.7598663568496704,STDK_plus_QConvLSTM,-1.762021541595459,-0.7784340381622314,0.43003571033477783
44,2,1,-0.6339322924613953,STDK,-0.893079400062561,-0.3649129867553711,0.26178526878356934
44,2,1,-0.6339322924613953,STDK_plus_QLSTM,-1.1614550352096558,-0.4147982895374298,0.4595213830471039
44,2,1,-0.6339322924613953,STDK_plus_QConvLSTM,-1.0825471878051758,-0.22914786636829376,0.8004518151283264
44,2,2,-0.5530821681022644,STDK,-0.8792098164558411,-0.3577347993850708,0.27219080924987793
44,2,2,-0.5530821681022644,STDK_plus_QLSTM,-1.1455010175704956,-0.39575937390327454,0.47525110840797424
44,2,2,-0.5530821681022644,STDK_plus_QConvLSTM,-1.0215401649475098,-0.24158227443695068,0.8095333576202393
44,2,3,-0.15030840039253235,STDK,-0.8948176503181458,-0.3761618733406067,0.25876307487487793
44,2,3,-0.15030840039253235,STDK_plus_QLSTM,-1.1413905620574951,-0.390345960855484,0.4818247854709625
