seed,target_index,lead,truth,model,q05,q50,q95
42,0,1,-0.6697542667388916,STDK,-0.4132211208343506,0.20850461721420288,0.780106246471405
42,0,1,-0.6697542667388916,STDK_plus_QLSTM,-0.7888783812522888,0.21314828097820282,1.0062401294708252
42,0,1,-0.6697542667388916,STDK_plus_QConvLSTM,-0.31422287225723267,0.3778305649757385,1.4300243854522705
42,0,2,-0.4212431311607361,STDK,-0.39932000637054443,0.20309722423553467,0.7795097231864929
42,0,2,-0.4212431311607361,STDK_plus_QLSTM,-0.7919449210166931,0.21671883761882782,1.010342001914978
42,0,2,-0.4212431311607361,STDK_plus_QConvLSTM,-0.26169395446777344,0.4155024290084839,1.4298286437988281
42,0,3,-0.4399983882904053,STDK,-0.3709437847137451,0.22238250076770782,0.8045351505279541
42,0,3,-0.4399983882904053,STDK_plus_QLSTM,-0.7812599539756775,0.22600893676280975,1.0223581790924072
42,0,3,-0.4399983882904053,STDK_plus_QConvLSTM,-0.27866989374160767,0.41923755407333374,1.3684182167053223
42,0,4,-0.7533544301986694,STDK,-0.3287544548511505,0.26414164900779724,0.8528790473937988
42,0,4,-0.7533544301986694,STDK_plus_QLSTM,-0.7648406028747559,0.23841355741024017,1.0339431762695312
42,0,4,-0.7533544301986694,STDK_plus_QConvLSTM,-0.3124929666519165,0.45551466941833496,1.3733079433441162
42,0,5,-0.5526423454284668,STDK,-0.33592864871025085,0.2649219334125519,0.8607629537582397
42,0,5,-0.5526423454284668,STDK_plus_QLSTM,-0.7441136837005615,0.2529894709587097,1.0453871488571167
42,0,5,-0.5526423454284668,STDK_plus_QConvLSTM,-0.3528837263584137,0.4755171239376068,1.29416024684906
42,1,1,-0.7838003039360046,STDK,-1.2370916604995728,-0.5717229843139648,0.013969361782073975
42,1,1,-0.7838003039360046,STDK_plus_QLSTM,-1.3066285848617554,-0.3873627781867981,0.4615529179573059
42,1,1,-0.7838003039360046,STDK_plus_QConvLSTM,-1.8858840465545654,-0.8810916543006897,-0.10162925720214844
42,1,2,-0.9655381441116333,STDK,-1.2875046730041504,-0.6378554105758667,-0.04717755317687988
42,1,2,-0.9655381441116333,STDK_plus_QLSTM,-1.2959020137786865,-0.35742735862731934,0.5118899345397949
42,1,2,-0.9655381441116333,STDK_plus_QConvLSTM,-1.8795843124389648,-0.8673268556594849,-0.12860584259033203
42,1,3,-0.633173406124115,STDK,-1.3389599323272705,-0.6976237297058105,-0.10116559267044067
42,1,3,-0.633173406124115,STDK_plus_QLSTM,-1.3224873542785645,-0.36299484968185425,0.5125636458396912
42,1,3,-0.633173406124115,STDK_plus_QConvLSTM,-1.8417315483093262,-0.9314467310905457,-0.10714811086654663
42,1,4,-0.7860773801803589,STDK,-1.3723104000091553,-0.7294907569885254,-0.1265464425086975
42,1,4,-0.7860773801803589,STDK_plus_QLSTM,-1.3329458236694336,-0.36152184009552,0.504274308681488
42,1,4,-0.7860773801803589,STDK_plus_QConvLSTM,-1.6830244064331055,-0.8214503526687622,-0.07460248470306396
42,1,5,-0.7598663568496704,STDK,-1.4065977334976196,-0.7529100775718689,-0.14294248819351196
42,1,5,-0.7598663568496704,STDK_plus_QLSTM,-1.3436599969863892,-0.3709360361099243,0.47519928216934204
42,1,5,-0.7598663568496704,STDK_plus_QConvLSTM,-1.7514837980270386,-0.7632300853729248,-0.08208703994750977
42,2,1,-0.6339322924613953,STDK,-0.7107556462287903,-0.034353986382484436,0.5487639904022217
42,2,1,-0.6339322924613953,STDK_plus_QLSTM,-0.9875686764717102,-0.04324815422296524,0.7271699905395508
42,2,1,-0.6339322924613953,STDK_plus_QConvLSTM,-1.4415721893310547,-0.3841017484664917,0.4643895626068115
42,2,2,-0.5530821681022644,STDK,-0.6584705114364624,0.0035021770745515823,0.591603696346283
42,2,2,-0.5530821681022644,STDK_plus_QLSTM,-0.9621525406837463,-0.015299595892429352,0.7664695382118225
42,2,2,-0.5530821681022644,STDK_plus_QConvLSTM,-1.4549758434295654,-0.41137754917144775,0.4700862169265747
42,2,3,-0.15030840039253235,STDK,-0.6457675099372864,0.008411316201090813,0.6022925972938538
42,2,3,-0.15030840039253235,STDK_plus_QLSTM,-0.9298352599143982,0.017453037202358246,0.8054705858230591
42,2,3,-0.15030840039253235,STDK_plus_QConvLSTM,-1.5145387649536133,-0.4387508034706116,0.33169203996658325
42,2,4,-0.40319740772247314,STDK,-0.6887370347976685,-0.03293885663151741,0.5674324631690979
42,2,4,-0.40319740772247314,STDK_plus_QLSTM,-0.8933893442153931,0.05308922380208969,0.848773717880249
42,2,4,-0.40319740772247314,STDK_plus_QConvLSTM,-1.5089837312698364,-0.4722321331501007,0.3016432225704193
42,2,5,-0.46498432755470276,STDK,-0.7394532561302185,-0.07308091223239899,0.5342956185340881
