seed,target_index,lead,time_index,truth,stdk_q05,stdk_q50,stdk_q95,qconv_q05,qconv_q50,qconv_q95
42,0,1,496,-0.6697542667388916,-0.41322118043899536,0.2085046023130417,0.780106246471405,-0.31422287225723267,0.3778305649757385,1.4300243854522705
42,0,2,497,-0.4212431311607361,-0.39931997656822205,0.20309725403785706,0.7795097827911377,-0.26169395446777344,0.4155024290084839,1.4298286437988281
42,0,3,498,-0.4399983882904053,-0.3709440231323242,0.2223822921514511,0.8045349717140198,-0.27866989374160767,0.41923755407333374,1.3684182167053223
42,0,4,499,-0.7533544301986694,-0.32875439524650574,0.2641415297985077,0.8528789281845093,-0.3124929666519165,0.45551466941833496,1.3733079433441162
42,0,5,500,-0.5526423454284668,-0.3359285295009613,0.26492199301719666,0.8607630729675293,-0.3528837263584137,0.4755171239376068,1.29416024684906
42,1,1,496,-0.7838003039360046,-1.2370915412902832,-0.5717229843139648,0.013969361782073975,-1.8858840465545654,-0.8810916543006897,-0.10162925720214844
42,1,2,497,-0.9655381441116333,-1.2875046730041504,-0.6378553509712219,-0.04717755317687988,-1.8795843124389648,-0.8673268556594849,-0.12860584259033203
42,1,3,498,-0.633173406124115,-1.3389599323272705,-0.6976236701011658,-0.10116547346115112,-1.8417315483093262,-0.9314467310905457,-0.10714811086654663
42,1,4,499,-0.7860773801803589,-1.3723104000091553,-0.7294908761978149,-0.12654650211334229,-1.6830244064331055,-0.8214503526687622,-0.07460248470306396
42,1,5,500,-0.7598663568496704,-1.4065979719161987,-0.7529101371765137,-0.14294254779815674,-1.7514837980270386,-0.7632300853729248,-0.08208703994750977
42,2,1,496,-0.6339322924613953,-0.7107557058334351,-0.03435402363538742,0.5487639307975769,-1.4415721893310547,-0.3841017484664917,0.4643895626068115
42,2,2,497,-0.5530821681022644,-0.6584706902503967,0.003502020612359047,0.5916034579277039,-1.4549758434295654,-0.41137754917144775,0.4700862169265747
42,2,3,498,-0.15030840039253235,-0.6457676291465759,0.008411230519413948,0.6022925972938538,-1.5145387649536133,-0.4387508034706116,0.33169203996658325
42,2,4,499,-0.40319740772247314,-0.6887370347976685,-0.032938770949840546,0.5674324035644531,-1.5089837312698364,-0.4722321331501007,0.3016432225704193
42,2,5,500,-0.46498432755470276,-0.7394531965255737,-0.07308092713356018,0.5342954397201538,-1.5344908237457275,-0.4461713433265686,0.3411623239517212
