seed,target_index,lead,time_index,truth,stdk_q05,stdk_q50,stdk_q95,qconv_q05,qconv_q50,qconv_q95
45,0,1,496,-0.6697542667388916,-0.8842077255249023,-0.3309371769428253,0.3322850167751312,-0.7007157206535339,-0.012520911172032356,0.8227323889732361
45,0,2,497,-0.4212431311607361,-0.9556126594543457,-0.4063681662082672,0.2603738009929657,-0.5718064308166504,0.16330234706401825,1.0004549026489258
45,0,3,498,-0.4399983882904053,-1.0648186206817627,-0.5145878791809082,0.1558564305305481,-0.4403643012046814,0.2939828634262085,1.0802884101867676
45,0,4,499,-0.7533544301986694,-1.1551856994628906,-0.5988465547561646,0.07553690671920776,-0.4738738536834717,0.3200541138648987,1.1779053211212158
45,0,5,500,-0.5526423454284668,-1.2579782009124756,-0.6901549100875854,-0.011484742164611816,-0.30987101793289185,0.41681259870529175,1.2359106540679932
45,1,1,496,-0.7838003039360046,-1.7494206428527832,-1.172692894935608,-0.4955751299858093,-1.8987805843353271,-1.0071715116500854,-0.16248905658721924
45,1,2,497,-0.9655381441116333,-1.8460655212402344,-1.2734733819961548,-0.5927423238754272,-1.691953182220459,-0.8365016579627991,-0.019433259963989258
45,1,3,498,-0.633173406124115,-1.9620437622070312,-1.3883265256881714,-0.7038903832435608,-1.4714237451553345,-0.667190432548523,0.06223559379577637
45,1,4,499,-0.7860773801803589,-2.042527198791504,-1.462329626083374,-0.7739759087562561,-1.4342601299285889,-0.615563690662384,0.22839683294296265
45,1,5,500,-0.7598663568496704,-2.161231517791748,-1.5697399377822876,-0.8773320317268372,-1.249094009399414,-0.5058368444442749,0.33163517713546753
45,2,1,496,-0.6339322924613953,-1.1129405498504639,-0.5266098380088806,0.13892459869384766,-1.3653686046600342,-0.4070412516593933,0.32797420024871826
45,2,2,497,-0.5530821681022644,-1.1373592615127563,-0.5546896457672119,0.1145777702331543,-1.2386586666107178,-0.34783852100372314,0.5010507106781006
45,2,3,498,-0.15030840039253235,-1.185002088546753,-0.6009889841079712,0.07212889194488525,-1.1638827323913574,-0.21380016207695007,0.5657260417938232
