seed,target_index,lead,time_index,truth,stdk_q05,stdk_q50,stdk_q95,qconv_q05,qconv_q50,qconv_q95
44,0,1,496,-0.6697542667388916,-0.7352981567382812,-0.11104236543178558,0.48030567169189453,-0.2861311435699463,0.5663363933563232,1.6231706142425537
44,0,2,497,-0.4212431311607361,-0.8374029397964478,-0.21702195703983307,0.37788498401641846,-0.3315819203853607,0.4968452751636505,1.5005435943603516
44,0,3,498,-0.4399983882904053,-0.9880691766738892,-0.36884427070617676,0.22976839542388916,-0.4507943391799927,0.3528810739517212,1.3469414710998535
44,0,4,499,-0.7533544301986694,-1.1161367893218994,-0.49538344144821167,0.10759663581848145,-0.5638204216957092,0.24310435354709625,1.1771079301834106
44,0,5,500,-0.5526423454284668,-1.248762607574463,-0.6234763264656067,-0.019576728343963623,-0.6626113653182983,0.11619234830141068,1.086426019668579
44,1,1,496,-0.7838003039360046,-1.673758864402771,-1.1580864191055298,-0.44671785831451416,-1.7827799320220947,-0.7989141941070557,0.3384220600128174
44,1,2,497,-0.9655381441116333,-1.7510004043579102,-1.2421817779541016,-0.5249205231666565,-1.7892389297485352,-0.8571578860282898,0.30525606870651245
44,1,3,498,-0.633173406124115,-1.7666184902191162,-1.2607604265213013,-0.5370810031890869,-1.7050646543502808,-0.7157307863235474,0.3965851068496704
44,1,4,499,-0.7860773801803589,-1.7948508262634277,-1.2876724004745483,-0.5553611516952515,-1.7172865867614746,-0.7201002836227417,0.41618239879608154
44,1,5,500,-0.7598663568496704,-1.8360613584518433,-1.3233345746994019,-0.5805556178092957,-1.762021541595459,-0.7784340381622314,0.43003571033477783
44,2,1,496,-0.6339322924613953,-0.8930795192718506,-0.36491310596466064,0.2617851495742798,-1.0825471878051758,-0.22914786636829376,0.8004518151283264
44,2,2,497,-0.5530821681022644,-0.8792098164558411,-0.357734739780426,0.2721908688545227,-1.0215401649475098,-0.24158227443695068,0.8095333576202393
44,2,3,498,-0.15030840039253235,-0.8948176503181458,-0.3761618733406067,0.25876307487487793,-1.0077364444732666,-0.21300959587097168,0.7984050512313843
44,2,4,499,-0.40319740772247314,-0.9284627437591553,-0.40824979543685913,0.23349666595458984,-1.0272343158721924,-0.2872643768787384,0.7722746133804321
44,2,5,500,-0.46498432755470276,-0.979799211025238,-0.45342540740966797,0.19409412145614624,-1.0773394107818604,-0.3217816948890686,0.7552855610847473
44,3,1,496,0.23013873398303986,-0.5101669430732727,0.08296509087085724,0.5691266059875488,-0.9286776185035706,-0.1112094447016716,0.6950397491455078
44,3,2,497,0.21062083542346954,-0.5086069107055664,0.07946720719337463,0.5723111033439636,-0.9445052742958069,-0.16854210197925568,0.5907807350158691
44,3,3,498,1.0631916522979736,-0.48919883370399475,0.097357839345932,0.5981829166412354,-1.0955263376235962,-0.23072583973407745,0.5240190029144287
44,3,4,499,0.23617559671401978,-0.5136240124702454,0.07507897913455963,0.5846375226974487,-1.1308420896530151,-0.27868321537971497,0.5381377935409546
44,3,5,500,0.8970106840133667,-0.5682206749916077,0.027471158653497696,0.5456789135932922,-1.25232994556427,-0.46088099479675293,0.4561953544616699
44,4,1,496,0.2253907322883606,-0.18030747771263123,0.3062659204006195,0.9134616851806641,-0.47153082489967346,0.4225092828273773,1.1930437088012695
44,4,2,497,0.3261488676071167,-0.17450395226478577,0.3062793016433716,0.9203063249588013,-0.38597428798675537,0.5116103291511536,1.3129017353057861
44,4,3,498,0.2398546040058136,-0.16460111737251282,0.31379079818725586,0.9380510449409485,-0.3414974510669708,0.4918806254863739,1.280845046043396
44,4,4,499,0.03422759473323822,-0.15671306848526,0.3229699432849884,0.9596370458602905,-0.3619594871997833,0.48077359795570374,1.3117873668670654
44,4,5,500,0.3639217019081116,-0.14750978350639343,0.33696314692497253,0.9870682954788208,-0.4232051968574524,0.39982062578201294,1.2294549942016602
44,5,1,496,-0.7688862681388855,-0.967864990234375,-0.4757651686668396,0.16451936960220337,-1.301538109779358,-0.20289818942546844,0.5863946676254272
44,5,2,497,-0.8929081559181213,-1.05387282371521,-0.5678812861442566,0.07960349321365356,-1.2988710403442383,-0.239934504032135,0.673041582107544
44,5,3,498,-0.6190394163131714,-1.1369028091430664,-0.6535043716430664,0.005276918411254883,-1.042783260345459,-0.09075409919023514,1.0193891525268555
44,5,4,499,-0.5452433824539185,-1.2517192363739014,-0.7670246362686157,-0.09239590167999268,-1.088338017463684,-0.10783080756664276,0.9463915228843689
44,5,5,500,0.17907769978046417,-1.3919414281845093,-0.9023360013961792,-0.21436059474945068,-1.0137605667114258,0.03651101142168045,1.1752487421035767
44,6,1,496,-0.02514827251434326,0.30194300413131714,0.9074136018753052,1.528648853302002,-0.09515136480331421,0.9922062754631042,1.7740161418914795
44,6,2,497,0.6735158562660217,0.23282939195632935,0.8319162130355835,1.4563028812408447,-0.07560676336288452,0.9922270178794861,1.598351240158081
44,6,3,498,0.2509346008300781,0.1371212601661682,0.733153760433197,1.3640382289886475,-0.09883874654769897,0.8424127101898193,1.5195860862731934
44,6,4,499,-0.19113540649414062,0.03864467144012451,0.6363177299499512,1.2763628959655762,0.03534418344497681,1.001366138458252,1.5839965343475342
44,6,5,500,0.9091757535934448,-0.009822607040405273,0.5939937233924866,1.2448768615722656,-0.12658709287643433,0.8968462347984314,1.3943188190460205
44,7,1,496,0.1731487363576889,-1.2126331329345703,-0.4961639642715454,0.1733548641204834,-1.2109787464141846,-0.39201420545578003,0.49069714546203613
44,7,2,497,-0.00894215703010559,-1.2367949485778809,-0.5221714377403259,0.15308135747909546,-1.0742530822753906,-0.30574044585227966,0.5629631280899048
44,7,3,498,0.09722959995269775,-1.2625653743743896,-0.548156201839447,0.1392551064491272,-0.9739495515823364,-0.14343255758285522,0.6444454193115234
44,7,4,499,-0.34593039751052856,-1.3067927360534668,-0.5894503593444824,0.11552208662033081,-0.9089974164962769,-0.16909214854240417,0.7152478694915771
44,7,5,500,-0.2524462938308716,-1.340296983718872,-0.6173259019851685,0.1063699722290039,-0.8027536273002625,-0.10326627641916275,0.7924584150314331
44,8,1,496,-1.5317602157592773,-1.9673874378204346,-1.253548264503479,-0.6974074244499207,-2.155902147293091,-1.2846460342407227,-0.49657291173934937
