seed,station_local,time_index,truth,q05,q50,q95
44,4,0,-1.899999976158142,10.344910621643066,10.344910621643066,10.344910621643066
44,4,1,-2.0999999046325684,10.370942115783691,10.370942115783691,10.370942115783691
44,4,2,-1.899999976158142,10.396596908569336,10.396596908569336,10.396596908569336
44,4,3,1.0,10.421963691711426,10.421963691711426,10.421963691711426
44,4,4,-0.20000000298023224,10.447138786315918,10.447138786315918,10.447138786315918
44,4,5,-0.4000000059604645,10.472405433654785,10.472405433654785,10.472405433654785
44,4,6,-0.5,10.495440483093262,10.495440483093262,10.495440483093262
44,4,7,-5.5,10.517633438110352,10.517633438110352,10.517633438110352
44,4,8,-5.599999904632568,10.537738800048828,10.537738800048828,10.537738800048828
44,4,9,-4.300000190734863,10.558049201965332,10.558049201965332,10.558049201965332
44,4,10,-3.4000000953674316,10.577893257141113,10.577893257141113,10.577893257141113
44,4,11,-0.4000000059604645,10.597482681274414,10.597482681274414,10.597482681274414
44,4,12,1.7000000476837158,10.616937637329102,10.616937637329102,10.616937637329102
44,4,13,0.8999999761581421,10.640156745910645,10.640156745910645,10.640156745910645
44,4,14,0.699999988079071,10.662773132324219,10.662773132324219,10.662773132324219
44,4,15,0.30000001192092896,10.684905052185059,10.684905052185059,10.684905052185059
44,4,16,0.0,10.706854820251465,10.706854820251465,10.706854820251465
44,4,17,0.0,10.728407859802246,10.728407859802246,10.728407859802246
44,4,18,-0.10000000149011612,10.749642372131348,10.749642372131348,10.749642372131348
44,4,19,6.300000190734863,10.770528793334961,10.770528793334961,10.770528793334961
44,4,20,10.199999809265137,10.790858268737793,10.790858268737793,10.790858268737793
44,4,21,12.0,10.809350967407227,10.809350967407227,10.809350967407227
44,4,22,11.899999618530273,10.826586723327637,10.826586723327637,10.826586723327637
44,4,23,0.30000001192092896,10.844487190246582,10.844487190246582,10.844487190246582
44,4,24,-3.0999999046325684,10.86295223236084,10.86295223236084,10.86295223236084
44,4,25,-3.799999952316284,10.880781173706055,10.880781173706055,10.880781173706055
44,4,26,-1.2999999523162842,10.895509719848633,10.895509719848633,10.895509719848633
44,4,27,9.199999809265137,10.909915924072266,10.909915924072266,10.909915924072266
44,4,28,12.199999809265137,10.924003601074219,10.924003601074219,10.924003601074219
44,4,29,13.300000190734863,10.937954902648926,10.937954902648926,10.937954902648926
44,4,30,10.699999809265137,10.951921463012695,10.951921463012695,10.951921463012695
44,4,31,6.699999809265137,10.96542739868164,10.96542739868164,10.96542739868164
44,4,32,5.099999904632568,10.978744506835938,10.978744506835938,10.978744506835938
44,4,33,6.199999809265137,10.991283416748047,10.991283416748047,10.991283416748047
44,4,34,8.5,11.003124237060547,11.003124237060547,11.003124237060547
44,4,35,10.899999618530273,11.014490127563477,11.014490127563477,11.014490127563477
44,4,36,16.100000381469727,11.024396896362305,11.024396896362305,11.024396896362305
44,4,37,15.899999618530273,11.034083366394043,11.034083366394043,11.034083366394043
44,4,38,11.5,11.043078422546387,11.043078422546387,11.043078422546387
44,4,39,5.5,11.051636695861816,11.051636695861816,11.051636695861816
44,4,40,4.300000190734863,11.05939769744873,11.05939769744873,11.05939769744873
44,4,41,2.700000047683716,11.0660982131958,11.0660982131958,11.0660982131958
44,4,42,3.299999952316284,11.07255744934082,11.07255744934082,11.07255744934082
44,4,43,5.099999904632568,11.080939292907715,11.080939292907715,11.080939292907715
44,4,44,4.900000095367432,11.08688735961914,11.08688735961914,11.08688735961914
44,4,45,7.300000190734863,11.091611862182617,11.091611862182617,11.091611862182617
44,4,46,4.699999809265137,11.095431327819824,11.095431327819824,11.095431327819824
44,4,47,3.200000047683716,11.099414825439453,11.099414825439453,11.099414825439453
44,4,48,2.5,11.102917671203613,11.102917671203613,11.102917671203613
44,4,49,1.2999999523162842,11.105671882629395,11.105671882629395,11.105671882629395
44,4,50,2.0,11.104955673217773,11.104955673217773,11.104955673217773
44,4,51,3.9000000953674316,11.1079683303833,11.1079683303833,11.1079683303833
