seed,station_local,time_index,truth,q05,q50,q95
41,2,850,11.300000190734863,19.571731567382812,26.363143920898438,32.28227615356445
41,2,851,16.100000381469727,19.616701126098633,26.765090942382812,32.0752067565918
41,2,852,22.799999237060547,19.942359924316406,27.166208267211914,32.36203384399414
41,2,853,24.799999237060547,19.320749282836914,27.044862747192383,31.405014038085938
41,2,854,23.0,18.38749885559082,26.286720275878906,31.058460235595703
41,2,855,15.399999618530273,19.427021026611328,26.255882263183594,32.289100646972656
41,2,856,12.600000381469727,19.462379455566406,26.655593872070312,32.12696075439453
41,2,857,12.300000190734863,19.80071258544922,27.033069610595703,32.37186050415039
41,2,858,12.899999618530273,19.156295776367188,26.929798126220703,31.453128814697266
41,2,859,16.399999618530273,18.161264419555664,26.158220291137695,31.071550369262695
41,2,860,22.600000381469727,19.426855087280273,26.299118041992188,32.321434020996094
41,2,861,25.299999237060547,19.49436378479004,26.727933883666992,32.188419342041016
41,2,862,23.399999618530273,19.888399124145508,27.138269424438477,32.486507415771484
41,2,863,15.199999809265137,19.26062774658203,27.06222152709961,31.591331481933594
41,2,864,13.899999618530273,18.240901947021484,26.261436462402344,31.173980712890625
41,2,865,13.699999809265137,19.276018142700195,26.251829147338867,32.18439483642578
41,2,866,13.899999618530273,19.407564163208008,26.71820640563965,32.054195404052734
41,2,867,19.899999618530273,19.843063354492188,27.16156768798828,32.42005920410156
41,2,868,25.399999618530273,19.26416778564453,27.109638214111328,31.554527282714844
41,2,869,26.299999237060547,18.29062271118164,26.29389762878418,31.140193939208984
41,2,870,19.700000762939453,19.20880889892578,26.192726135253906,32.009918212890625
41,2,871,17.0,19.37038230895996,26.664642333984375,31.850019454956055
41,2,872,15.5,19.806203842163086,27.10597038269043,32.25093078613281
41,2,873,13.600000381469727,19.218788146972656,27.052471160888672,31.396533966064453
41,2,874,13.100000381469727,18.27252197265625,26.234458923339844,31.01307487487793
41,2,875,17.299999237060547,19.291601181030273,26.219242095947266,31.976604461669922
41,2,876,25.200000762939453,19.47590446472168,26.697954177856445,31.805267333984375
41,2,877,26.899999618530273,19.927505493164062,27.135814666748047,32.222900390625
41,2,878,24.5,19.30732536315918,27.05857276916504,31.344924926757812
41,2,879,17.0,18.35799789428711,26.25319480895996,30.97711181640625
41,2,880,14.5,19.703359603881836,26.42343521118164,32.206974029541016
41,2,881,13.100000381469727,19.84009552001953,26.885644912719727,32.02721405029297
41,2,882,13.100000381469727,20.263769149780273,27.29224395751953,32.40247344970703
41,2,883,17.700000762939453,19.608505249023438,27.1778564453125,31.489459991455078
